run_number,status,start_time_iso,elapsed_start_s,raw_csv,end_time_iso,elapsed_end_s,elapsed_midpoint_s,run_duration_s,measurement_slope_deg_per_hz,measurement_slope_std_deg_per_hz,calibration_slope_deg_per_hz,calibration_slope_std_deg_per_hz,slope_difference_deg_per_hz,slope_difference_std_deg_per_hz,group_delay_s,fibre_length_m,fibre_length_fit_std_m,fibre_length_ng_std_m,fibre_length_total_std_m,fit_r_squared,fit_residual_rms_deg,fit_points_used,fit_points_total,error_message
1,ok,2026-08-13T14:02:35.609,0.0006032999990566168,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-13_14-02-26\FUT_run_001_2026-08-13_14-02-35-609.csv,2026-08-13T14:25:49.494,1393.8854134999983,696.9430083999996,1393.8848101999993,-0.0072115202062781915,5.154660291772425e-10,-7.228711645613336e-06,4.3594786047631805e-11,-0.007204291494632578,5.173062271095261e-10,2.001192081842383e-05,4086.8003620276913,0.0002934538778456537,2.78392395233494,2.7839239678014502,0.9999999999974761,0.016538171641284023,496,501,
