run_id,timestamp,attenuation_dB,csv_file,log_file,note
20260821_125220,20260821_125220,-20.0,att_-20p00dB_run_20260821_125220.csv,att_-20p00dB_run_20260821_125220.log,using CH25 as heralding
20260821_125751,20260821_125751,-18.0,att_-18p00dB_run_20260821_125751.csv,att_-18p00dB_run_20260821_125751.log,using CH25 as heralding
