run,filename,length_m,sigma_L_fit_m,sigma_L_ng_m,sigma_L_timebase_m,sigma_L_total_m
01,fut_FBS_100m_5_av_10kHz_BW_FBM_series2__start-20260316_151136__run-01.csv,-101.73048506983623,0.019543898224312954,0.006929869555165957,5.0865242534918115e-05,0.020736191480761775
02,fut_FBS_100m_5_av_10kHz_BW_FBM_series2__start-20260316_151928__run-02.csv,-101.81698196136172,0.048834374358261816,0.006935761713989218,5.0908490980680857e-05,0.04932447162606562
