run_number,status,start_time_iso,elapsed_start_s,raw_csv,end_time_iso,elapsed_end_s,elapsed_midpoint_s,run_duration_s,measurement_slope_deg_per_hz,measurement_slope_std_deg_per_hz,calibration_slope_deg_per_hz,calibration_slope_std_deg_per_hz,slope_difference_deg_per_hz,slope_difference_std_deg_per_hz,group_delay_s,fibre_length_m,fibre_length_fit_std_m,fibre_length_ng_std_m,fibre_length_total_std_m,fit_r_squared,fit_residual_rms_deg,fit_points_used,fit_points_total,error_message,elapsed_midpoint_min,change_from_first_m,deviation_from_mean_m,change_from_first_mm,deviation_from_mean_mm,linear_drift_fit_m
17,ok,2026-08-05T21:30:03.736,21723.914982799994,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_017_2026-08-05_21-30-03-736.csv,2026-08-05T21:52:42.136,23082.3153552,22403.115168999997,1358.4003724000067,-0.0001756265797093786,5.871225360706321e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932885252526008,5.894538988302915e-10,4.981357014590558e-07,101.72842394956713,0.00033438130716018853,0.0692972915187787,0.06929809826176456,0.9999999944232965,0.018968162481434056,501,501,,373.3852528166666,-0.004705192893354138,-1.8337067643869887e-05,-4.705192893354138,-0.018337067643869887,101.72876566721436
18,ok,2026-08-05T21:52:44.139,23084.31836079998,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_018_2026-08-05_21-52-44-139.csv,2026-08-05T22:15:14.351,24434.5302981,23759.424329450005,1350.2119373000169,-0.00017562677654237558,5.84197485310805e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932904935825706,5.865404745861014e-10,4.981362482173807e-07,101.72853560762034,0.00033272860012233937,0.06929736758012285,0.06929816636719907,0.9999999944787368,0.01887366289290106,501,501,,395.99040549083344,-0.004593534840140023,9.332098557024437e-05,-4.593534840140023,0.09332098557024437,101.72867262885693
19,ok,2026-08-05T22:15:16.354,24436.53305669999,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_019_2026-08-05_22-15-16-354.csv,2026-08-05T22:37:33.754,25773.933224699984,25105.233140699973,1337.4001679999928,-0.0001756267841831487,5.963665703935923e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932905699903016,5.986619352917273e-10,4.981362694417505e-07,101.72853994202498,0.00033960477802782296,0.06929737053271456,0.06929820267621373,0.999999994246321,0.019266809414989178,501,501,,418.4205523449995,-0.004589200435503926,9.765539020634151e-05,-4.589200435503926,0.09765539020634151,101.728580310789
20,ok,2026-08-05T22:37:35.757,25775.93640919999,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_020_2026-08-05_22-37-35-757.csv,2026-08-05T22:59:57.338,27117.5171651,26446.726787149993,1341.5807559000095,-0.00017562633441363753,6.055026529639019e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.000179328607229519,6.077635142311064e-10,4.981350200819973e-07,101.72828479990554,0.00034476785841292267,0.0692971967301809,0.06929805437050587,0.9999999940686525,0.019561968752251534,501,501,,440.77877978583325,-0.004844342554946479,-0.00015748672923621143,-4.844342554946479,-0.15748672923621143,101.72848828872722
21,ok,2026-08-05T22:59:59.341,27119.520449600008,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_021_2026-08-05_22-59-59-341.csv,2026-08-05T23:22:25.605,28465.78452429999,27792.652486949984,1346.2640746999823,-0.00017562623515773689,5.836959303394189e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932850797361836,5.860409248329169e-10,4.981347443711621e-07,101.72822849470869,0.000332445219013498,0.06929715837514216,0.06929795580457754,0.9999999944881792,0.018857459160975164,501,501,,463.21087478249973,-0.004900647751796328,-0.0002137919260860599,-4.900647751796328,-0.2137919260860599,101.72839596264112
22,ok,2026-08-05T23:22:27.608,28467.787580200005,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_022_2026-08-05_23-22-27-608.csv,2026-08-05T23:44:59.700,29819.87941979998,29143.833500000008,1352.091839599976,-0.00017562630011302367,5.8640128940511e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932857292890514,5.887355082719204e-10,4.981349248025143e-07,101.7282653420919,0.00033397378356175893,0.06929718347553945,0.06929798825457117,0.9999999944369716,0.01894486117191954,501,501,,485.7305583333335,-0.0048638003685823605,-0.00017694454287209282,-4.8638003685823605,-0.17694454287209282,101.72830327605777
23,ok,2026-08-05T23:45:01.703,29821.882412799983,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_023_2026-08-05_23-45-01-703.csv,2026-08-06T00:07:31.071,31171.250593100005,30496.56650294998,1349.3681803000218,-0.00017562534472615685,5.718686365597699e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932761754203832,5.74261929754142e-10,4.981322709501065e-07,101.72772337687631,0.0003257633126264335,0.06929681428942529,0.06929757998948412,0.999999994709232,0.018475354887428495,501,501,,508.2761083824997,-0.005405765584171718,-0.0007189097584614501,-5.405765584171718,-0.7189097584614501,101.72821048301302
24,ok,2026-08-06T00:07:33.075,31173.25418029999,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_024_2026-08-06_00-07-33-075.csv,2026-08-06T00:30:11.365,32531.54398409999,31852.39908219999,1358.2898037999985,-0.000175625693103317,5.710396068246941e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932796591919848,5.734363600668535e-10,4.981332386644402e-07,101.7279210018482,0.00032529498919734915,0.06929694891134074,0.06929771240994154,0.9999999947245817,0.018448571431231544,501,501,,530.8733180366665,-0.005208140612282364,-0.000521284786572096,-5.208140612282364,-0.521284786572096,101.7281174773475
25,ok,2026-08-06T00:30:13.368,32533.547540400003,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_025_2026-08-06_00-30-13-368.csv,2026-08-06T00:52:50.649,33890.828640499996,33212.188090450014,1357.2811000999936,-0.00017562508196624504,5.59951757206655e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932735478212651,5.623957653494927e-10,4.981315410614625e-07,101.72757432026143,0.0003190319574305852,0.06929671275222168,0.06929744713662825,0.9999999949274225,0.018090356373501423,501,501,,553.5364681741669,-0.005554822199059117,-0.0008679663733488496,-5.554822199059117,-0.8679663733488496,101.72802420028394
26,ok,2026-08-06T00:52:52.653,33892.832074999984,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_026_2026-08-06_00-52-52-653.csv,2026-08-06T01:15:17.681,35237.86042369998,34565.34624935,1345.0283486999979,-0.0001756260307643108,5.694500226141576e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932830358019226,5.718534381635608e-10,4.981341766116452e-07,101.7281125478278,0.00032439704027173194,0.06929707939225327,0.06929783868012039,0.999999994753931,0.018397216748471782,501,501,,576.0891041558333,-0.0050165946326785615,-0.00032973880696829383,-5.0165946326785615,-0.32973880696829383,101.72793137807487
27,ok,2026-08-06T01:15:19.684,35239.863743199996,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_027_2026-08-06_01-15-19-684.csv,2026-08-06T01:37:52.599,36592.778756099986,35916.32124964998,1352.91501289999,-0.00017562579765143094,5.717263928228408e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.0001793280704673124,5.741202789785762e-10,4.981335290758678e-07,101.72798030917498,0.00032568295795987185,0.06929698931142711,0.06929775463185765,0.9999999947118909,0.018470759420295833,501,501,,598.6053541608329,-0.005148833285502974,-0.0004619774597927062,-5.148833285502974,-0.4619774597927062,101.72783870562333
28,ok,2026-08-06T01:37:54.603,36594.7822939,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_028_2026-08-06_01-37-54-603.csv,2026-08-06T02:00:10.817,37930.99635149998,37262.88932269998,1336.2140575999802,-0.0001756256879397719,5.860407071511511e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932796075565338,5.883763565290859e-10,4.981332243212593e-07,101.72791807270826,0.0003337700464595425,0.0692969469160138,0.06929775071620109,0.9999999944437723,0.01893321184427552,501,501,,621.048155378333,-0.005211069752220965,-0.0005242139265106971,-5.211069752220965,-0.5242139265106971,101.72774633547253
29,ok,2026-08-06T02:00:12.820,37932.999664400006,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_029_2026-08-06_02-00-12-820.csv,2026-08-06T02:22:48.142,39288.321298099996,38610.66048125,1355.3216336999903,-0.00017562569024630402,5.870419812033939e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.0001793279630621855,5.893736626109337e-10,4.98133230728293e-07,101.72791938114175,0.00033433579131583887,0.06929694780731727,0.06929775433469261,0.9999999944247702,0.018965559996051786,501,501,,643.5110080208334,-0.005209761318738515,-0.0005229054930282473,-5.209761318738515,-0.5229054930282473,101.72765388279402
30,ok,2026-08-06T02:22:50.146,39290.32495099999,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_030_2026-08-06_02-22-50-146.csv,2026-08-06T02:45:13.575,40633.75429099999,39962.039621,1343.4293400000024,-0.0001756248895168492,5.98620656350689e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932716233273066,6.009074110825649e-10,4.981310064798074e-07,101.72746514890693,0.0003408785759136742,0.069296638384814,0.06929747679128867,0.9999999942026194,0.01933963214969444,501,501,,666.0339936833334,-0.005663993553554292,-0.000977137727844024,-5.663993553554292,-0.9771377278440241,101.72756118261984
31,ok,2026-08-06T02:45:15.578,40635.75791839999,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_031_2026-08-06_02-45-15-578.csv,2026-08-06T03:07:50.481,41990.6606918,41313.2093051,1354.902773400012,-0.00017562502315762377,6.086044670147033e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932729597350524,6.108538481130097e-10,4.981313777041812e-07,101.72754095971587,0.00034652092151937227,0.06929669002705441,0.06929755641763072,0.9999999940076382,0.0196621790308545,501,501,,688.5534884183332,-0.005588182744617143,-0.0009013269189068751,-5.588182744617143,-0.9013269189068751,101.72746849681361
32,ok,2026-08-06T03:07:52.485,41992.664680999995,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_032_2026-08-06_03-07-52-485.csv,2026-08-06T03:30:28.690,43348.86967069999,42670.76717584999,1356.204989699996,-0.00017562445489842428,6.000367266982102e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932672771430575,6.023181052159427e-10,4.981297992064048e-07,101.7272186015903,0.000341678824668086,0.06929647043705062,0.06929731278666047,0.9999999941751301,0.019385381121648563,501,501,,711.1794529308332,-0.005910540870189607,-0.001223685044479339,-5.910540870189607,-1.223685044479339,101.72737537279876
33,ok,2026-08-06T03:30:30.694,43350.8733983,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_033_2026-08-06_03-30-30-694.csv,2026-08-06T03:53:06.293,44706.472752500005,44028.6730754,1355.599354200007,-0.0001756243545848182,5.971289830278017e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932662740069967,5.994214284258092e-10,4.981295205574991e-07,101.72716169638568,0.0003400356180094694,0.06929643167328725,0.06929726594081533,0.9999999942314407,0.019291440673098067,501,501,,733.8112179233334,-0.0059674460748055935,-0.0012805902490953258,-5.9674460748055935,-1.2805902490953258,101.72728222491028
34,ok,2026-08-06T03:53:08.297,44708.476171999995,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_034_2026-08-06_03-53-08-297.csv,2026-08-06T04:15:33.925,46054.10447649998,45381.29032425,1345.6283044999873,-0.0001756249228743482,5.888287262640032e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932719569022966,5.911533602694899e-10,4.981310991395269e-07,101.72748407171692,0.0003353453658230206,0.06929665127501153,0.06929746268403293,0.9999999943907315,0.019023284352636546,501,501,,756.3548387375,-0.005645070743568681,-0.0009582149178584132,-5.645070743568681,-0.9582149178584132,101.72718943980587
35,ok,2026-08-06T04:15:35.929,46056.108320800005,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_035_2026-08-06_04-15-35-929.csv,2026-08-06T04:38:05.432,47405.611618099996,46730.859969449986,1349.5032972999907,-0.0001756240720518485,5.979122259630413e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932634486772997,6.002016798046302e-10,4.981287357436944e-07,101.7270014230481,0.00034047823358378563,0.06929632249526436,0.06929715893739964,0.9999999942162792,0.01931674489554827,501,501,,778.8476661574998,-0.00612771941239032,-0.0014408635866800523,-6.12771941239032,-1.4408635866800523,101.72709686375708
36,ok,2026-08-06T04:38:07.436,47407.615657999995,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_036_2026-08-06_04-38-07-436.csv,2026-08-06T05:00:39.937,48760.11660429998,48083.86613114999,1352.5009462999878,-0.00017562381072904317,5.920087728376175e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932608354492464,5.943209685018042e-10,4.981280098470128e-07,101.72685318166498,0.00033714226458540807,0.06929622151339576,0.06929704164638043,0.9999999943299089,0.019126022088651443,501,501,,801.3977688524998,-0.006275960795505853,-0.001589104969795585,-6.275960795505853,-1.589104969795585,101.72700405197453
37,ok,2026-08-06T05:00:41.941,48762.120340199996,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_037_2026-08-06_05-00-41-941.csv,2026-08-06T05:23:19.894,50120.07358549998,49441.09696284999,1357.9532452999847,-0.00017562443266623453,6.057736688746598e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.000179326705482116,6.080335224196828e-10,4.981297374503222e-07,101.72720598986837,0.0003449210267798116,0.06929646184595938,0.06929732025759162,0.9999999940632132,0.01957072446084897,501,501,,824.0182827141665,-0.005923152592117731,-0.0012362967664074631,-5.923152592117731,-1.236296766407463,101.72691095039347
38,ok,2026-08-06T05:23:21.898,50122.07782179999,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-05_15-26-44\FUT_run_038_2026-08-06_05-23-21-898.csv,2026-08-06T05:46:02.329,51482.508564699994,50802.29319324999,1360.4307429000037,-0.00017562360739324578,5.926777436910242e-10,3.7022728158814838e-06,5.237391033922164e-11,-0.00017932588020912725,5.949873396559831e-10,4.981274450253535e-07,101.72673783474835,0.0003375202789781034,0.06929614293920187,0.06929696491325589,0.9999999943170741,0.019147634523953693,501,501,,846.7048865541666,-0.0063913077121355855,-0.0017044518864253178,-6.3913077121355855,-1.7044518864253178,101.72681757679909
