run_number,status,start_time_iso,elapsed_start_s,raw_csv,end_time_iso,elapsed_end_s,elapsed_midpoint_s,run_duration_s,measurement_slope_deg_per_hz,measurement_slope_std_deg_per_hz,calibration_slope_deg_per_hz,calibration_slope_std_deg_per_hz,slope_difference_deg_per_hz,slope_difference_std_deg_per_hz,group_delay_s,fibre_length_m,fibre_length_fit_std_m,fibre_length_ng_std_m,fibre_length_total_std_m,fit_r_squared,fit_residual_rms_deg,fit_points_used,fit_points_total,error_message
1,ok,2026-08-13T14:47:11.919,0.0006374000004143454,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-13_14-46-55\FUT_run_001_2026-08-13_14-47-11-919.csv,2026-08-13T15:10:21.062,1389.1438669999989,694.5722521999996,1389.1432295999984,-0.007211500850373235,7.4093673750342e-10,-7.228711645613336e-06,4.3594786047631805e-11,-0.007204272138727622,7.422181312476479e-10,2.0011867052021173e-05,4086.7893819445785,0.0004210403382131755,2.783916472714291,2.783916504553422,0.9999999999947324,0.023937436500917102,501,501,
