time;start;input 1;input 2;input 3;input 4;1/2;1/3;1/4;2/3;2/4;3/4;1/2/3;1/2/4;1/3/4;2/3/4;1/2/3/4
0.00;49999945;9336;8728;0;0;173;0;0;0;0;0;0;0;0;0;0
2.00;49999944;9571;8942;0;0;200;0;0;0;0;0;0;0;0;0;0
4.00;49999945;9739;9275;0;0;213;0;0;0;0;0;0;0;0;0;0
6.00;49999945;9909;9299;0;0;206;0;0;0;0;0;0;0;0;0;0
8.00;49999944;9806;9283;0;0;185;0;0;0;0;0;0;0;0;0;0
10.00;49999945;9764;9471;0;0;209;0;0;0;0;0;0;0;0;0;0
12.00;49999945;9854;9136;0;0;242;0;0;0;0;0;0;0;0;0;0
14.00;49999944;9571;9199;0;0;196;0;0;0;0;0;0;0;0;0;0
16.00;49999945;9786;9192;0;0;218;0;0;0;0;0;0;0;0;0;0
18.00;49999945;9348;8962;0;0;178;0;0;0;0;0;0;0;0;0;0
20.00;49999945;9415;8933;0;0;164;0;0;0;0;0;0;0;0;0;0
22.00;49999945;9238;8745;0;0;194;0;0;0;0;0;0;0;0;0;0
24.01;49999944;9703;9253;0;0;209;0;0;0;0;0;0;0;0;0;0
26.01;49999945;9670;9462;0;0;208;0;0;0;0;0;0;0;0;0;0
28.01;49999944;9489;8981;0;0;185;0;0;0;0;0;0;0;0;0;0
30.01;49999945;9582;9079;0;0;214;0;0;0;0;0;0;0;0;0;0
32.01;49999945;9377;8892;0;0;175;0;0;0;0;0;0;0;0;0;0
34.01;49999945;9505;8827;0;0;170;0;0;0;0;0;0;0;0;0;0
36.01;49999944;9488;8683;0;0;193;0;0;0;0;0;0;0;0;0;0
38.01;49999945;8965;8715;0;0;186;0;0;0;0;0;0;0;0;0;0
40.01;49999945;9339;8754;0;0;192;0;0;0;0;0;0;0;0;0;0
42.01;49999944;9064;8607;0;0;159;0;0;0;0;0;0;0;0;0;0
44.01;49999945;9386;8689;0;0;167;0;0;0;0;0;0;0;0;0;0
46.01;49999944;9062;8715;0;0;173;0;0;0;0;0;0;0;0;0;0
48.01;49999945;9143;8783;0;0;173;0;0;0;0;0;0;0;0;0;0
50.01;49999945;9192;8951;0;0;173;0;0;0;0;0;0;0;0;0;0
52.01;49999945;9406;8914;0;0;177;0;0;0;0;0;0;0;0;0;0
54.01;49999944;9429;8923;0;0;180;0;0;0;0;0;0;0;0;0;0
56.01;49999945;9292;9032;0;0;173;0;0;0;0;0;0;0;0;0;0
58.01;49999945;9292;8761;0;0;164;0;0;0;0;0;0;0;0;0;0
