frequency_hz,delta_phi_wrapped_deg,delta_phi_unwrapped_deg,delta_phi_raw_deg
10000000.0,42.67272502183914,16602.67272502184,121722.67272502184
10502793.296089385,134.6751281619072,16694.675128161907,-225.3248718380928
11005586.592178771,-133.38176161050797,16786.618238389492,226.61823838949203
11508379.888268156,-41.44425719976425,16878.555742800236,-41.44425719976425
12011173.184357543,50.487185418605804,16970.487185418606,50.487185418605804
12513966.480446927,142.4195185303688,17062.41951853037,-217.5804814696312
13016759.776536312,-125.64310848712921,17154.35689151287,-125.64310848712921
13519553.072625699,-33.710080683231354,17246.28991931677,-33.710080683231354
14022346.368715083,58.21582853794098,17338.21582853794,58.21582853794098
14525139.66480447,150.14231711626053,17430.14231711626,-209.85768288373947
15027932.960893854,-117.9260042309761,17522.073995769024,-117.9260042309761
15530726.25698324,-25.99106937646866,17614.00893062353,-25.99106937646866
16033519.553072626,65.94197183847427,17705.941971838474,65.94197183847427
16536312.849162012,157.86956280469894,17797.8695628047,-202.13043719530106
17039106.145251397,-110.2002739906311,17889.79972600937,-110.2002739906311
17541899.44134078,-18.26891452074051,17981.73108547926,-18.26891452074051
18044692.737430166,73.65912169218063,18073.65912169218,73.65912169218063
18547486.03351955,165.6094953417778,18165.609495341778,-194.3905046582222
19050279.32960894,-102.46090739965439,18257.539092600346,-102.46090739965439
19553072.625698324,-10.535649955272675,18349.464350044727,-10.535649955272675
20055865.92178771,81.41195833683014,18441.41195833683,81.41195833683014
20558659.217877097,173.35861444473267,18533.358614444733,173.35861444473267
21061452.51396648,-94.70108896493912,18625.29891103506,265.2989110350609
21564245.810055867,-2.7623695135116577,18717.23763048649,-2.7623695135116577
22067039.10614525,89.17541116476059,18809.17541116476,-270.8245888352394
22569832.402234636,-178.87548118829727,18901.124518811703,-178.87548118829727
23072625.698324025,-86.9264030456543,18993.073596954346,-86.9264030456543
23575418.994413406,5.019598603248596,19085.01959860325,5.019598603248596
24078212.290502794,96.9597128033638,19176.959712803364,96.9597128033638
24581005.58659218,-171.08862072229385,19268.911379277706,-171.08862072229385
25083798.882681563,-79.13049280643463,19360.869507193565,-79.13049280643463
25586592.178770952,12.819837927818298,19452.81983792782,12.819837927818298
26089385.474860333,104.76958930492401,19544.769589304924,-255.230410695076
26592178.77094972,-163.2734575867653,19636.726542413235,-163.2734575867653
27094972.067039106,-71.30577832460403,19728.694221675396,-71.30577832460403
27597765.36312849,20.660468637943268,19820.660468637943,20.660468637943268
28100558.659217875,112.61178642511368,19912.611786425114,112.61178642511368
28603351.955307264,-155.41923075914383,20004.580769240856,-155.41923075914383
29106145.25139665,-63.44634264707565,20096.553657352924,-63.44634264707565
29608938.547486033,28.512807190418243,20188.51280719042,28.512807190418243
30111731.843575418,120.47283411026001,20280.47283411026,-239.52716588974
30614525.139664803,-147.55603194236755,20372.443968057632,-147.55603194236755
31117318.43575419,-55.576486587524414,20464.423513412476,-55.576486587524414
31620111.731843576,36.388322710990906,20556.38832271099,36.388322710990906
32122905.02793296,128.35816651582718,20648.358166515827,-231.64183348417282
32625698.324022345,-139.66704905033112,20740.33295094967,-139.66704905033112
33128491.62011173,-47.69158065319061,20832.30841934681,-47.69158065319061
33631284.916201115,44.28295701742172,20924.28295701742,44.28295701742172
34134078.2122905,136.26495391130447,21016.264953911304,136.26495391130447
34636871.50837989,-131.755251288414,21108.244748711586,-131.755251288414
35139664.80446927,-39.77121859788895,21200.22878140211,-39.77121859788895
35642458.10055865,52.197139263153076,21292.197139263153,52.197139263153076
36145251.39664805,144.1761615872383,21384.17616158724,144.1761615872383
36648044.69273743,-123.83021950721741,21476.169780492783,236.1697804927826
37150837.98882681,-31.84478133916855,21568.15521866083,328.15521866083145
37653631.2849162,60.122573375701904,21660.122573375702,60.122573375701904
38156424.58100559,152.1006327867508,21752.10063278675,-207.8993672132492
38659217.87709497,-115.90069234371185,21844.099307656288,-115.90069234371185
39162011.17318436,-23.910353779792786,21936.089646220207,-23.910353779792786
39664804.469273746,68.06301176548004,22028.06301176548,68.06301176548004
40167597.76536313,160.04854649305344,22120.048546493053,-199.95145350694656
40670391.06145251,-107.95400977134705,22212.045990228653,-107.95400977134705
41173184.357541904,-15.95889687538147,22304.04110312462,-15.95889687538147
41675977.653631285,76.01880848407745,22396.018808484077,-283.98119151592255
42178770.949720666,168.01041573286057,22488.01041573286,168.01041573286057
42681564.245810054,-99.9980816245079,22580.001918375492,-99.9980816245079
43184357.54189944,-7.999106347560883,22672.00089365244,-7.999106347560883
43687150.83798882,83.9899554848671,22763.989955484867,83.9899554848671
44189944.13407821,175.9802296757698,22855.98022967577,175.9802296757698
44692737.4301676,-92.02132612466812,22947.978673875332,267.9786738753319
45195530.72625698,-0.024196207523345947,23039.975803792477,-0.024196207523345947
45698324.02234637,91.96461617946625,23131.964616179466,91.96461617946625
46201117.31843575,-176.03334814310074,23223.9666518569,183.96665185689926
46703910.61452514,-84.04681026935577,23315.953189730644,-84.04681026935577
47206703.91061453,7.968738377094269,23407.968738377094,7.968738377094269
47709497.20670391,99.95220512151718,23499.952205121517,99.95220512151718
48212290.5027933,-168.06058645248413,23591.939413547516,-168.06058645248413
48715083.79888268,-76.05474203824997,23683.94525796175,-76.05474203824997
49217877.09497207,15.950823426246643,23775.950823426247,15.950823426246643
49720670.391061455,107.91763097047806,23867.917630970478,107.91763097047806
50223463.687150836,-160.09927779436111,23959.90072220564,-160.09927779436111
50726256.983240224,-68.113794028759,24051.88620597124,-68.113794028759
51229050.279329605,23.876571357250214,24143.87657135725,23.876571357250214
51731843.575418994,115.85206657648087,24235.85206657648,115.85206657648087
52234636.87150838,-152.1740609407425,24327.825939059258,207.8259390592575
52737430.16759776,-60.16868323087692,24419.831316769123,-60.16868323087692
53240223.46368715,31.814061999320984,24511.81406199932,31.814061999320984
53743016.75977653,123.77704203128815,24603.777042031288,-236.22295796871185
54245810.05586592,-144.22493487596512,24695.775065124035,215.77506512403488
54748603.35195531,-52.233968675136566,24787.766031324863,-52.233968675136566
55251396.64804469,39.74442332983017,24879.74442332983,39.74442332983017
55754189.94413408,131.71522736549377,24971.715227365494,131.71522736549377
56256983.24022346,-136.3061472773552,25063.693852722645,-136.3061472773552
56759776.53631285,-44.30487334728241,25155.695126652718,-44.30487334728241
57262569.83240224,47.6624196767807,25247.66241967678,47.6624196767807
57765363.12849162,139.62028741836548,25339.620287418365,139.62028741836548
58268156.424581006,-128.39122474193573,25431.608775258064,-128.39122474193573
58770949.72067039,-36.390833258628845,25523.60916674137,-36.390833258628845
59273743.016759776,55.586453676223755,25615.586453676224,55.586453676223755
59776536.312849164,147.5877758860588,25707.58777588606,147.5877758860588
60279329.608938545,-120.40262460708618,25799.597375392914,-120.40262460708618
60782122.90502793,-28.39705377817154,25891.60294622183,-28.39705377817154
61284916.201117314,63.594462275505066,25983.594462275505,63.594462275505066
61787709.4972067,155.58584690093994,26075.58584690094,-204.41415309906006
62290502.79329609,-112.41353899240494,26167.586461007595,-112.41353899240494
62793296.08938547,-20.3997740149498,26259.60022598505,-20.3997740149498
63296089.38547486,71.58169716596603,26351.581697165966,71.58169716596603
63798882.68156424,163.56756180524826,26443.56756180525,163.56756180524826
64301675.97765363,-104.42953079938889,26535.57046920061,255.57046920061111
64804469.27374302,-12.429378032684326,26627.570621967316,-12.429378032684326
65307262.5698324,79.56393778324127,26719.56393778324,79.56393778324127
65810055.86592179,171.54729455709457,26811.547294557095,-188.45270544290543
66312849.16201117,-96.43339365720749,26903.566606342793,263.5666063427925
