time;start;input 1;input 2;input 3;input 4;1/2;1/3;1/4;2/3;2/4;3/4;1/2/3;1/2/4;1/3/4;2/3/4;1/2/3/4
0.00;99999534;101742;108867;0;0;3026;0;0;0;0;0;0;0;0;0;0
2.00;99999578;101261;108800;0;0;2846;0;0;0;0;0;0;0;0;0;0
4.00;99999551;101769;108458;0;0;2882;0;0;0;0;0;0;0;0;0;0
6.00;99999475;101498;108806;0;0;2994;0;0;0;0;0;0;0;0;0;0
8.00;99999528;101661;109034;0;0;2882;0;0;0;0;0;0;0;0;0;0
10.00;99999747;101285;107645;0;0;2879;0;0;0;0;0;0;0;0;0;0
12.00;99999773;101301;108055;0;0;2842;0;0;0;0;0;0;0;0;0;0
14.00;99999613;100998;108170;0;0;2951;0;0;0;0;0;0;0;0;0;0
16.00;99999653;101374;108329;0;0;2956;0;0;0;0;0;0;0;0;0;0
18.00;99999519;101239;107715;0;0;2810;0;0;0;0;0;0;0;0;0;0
20.00;99999537;100663;107924;0;0;2805;0;0;0;0;0;0;0;0;0;0
22.00;99999463;101154;108022;0;0;2827;0;0;0;0;0;0;0;0;0;0
24.00;99999404;100816;107877;0;0;2838;0;0;0;0;0;0;0;0;0;0
26.01;99999658;100907;107682;0;0;2872;0;0;0;0;0;0;0;0;0;0
28.01;99999672;101522;108171;0;0;2821;0;0;0;0;0;0;0;0;0;0
30.01;99999538;100692;108310;0;0;2841;0;0;0;0;0;0;0;0;0;0
32.01;99999365;101153;107751;0;0;2842;0;0;0;0;0;0;0;0;0;0
34.01;99999395;100984;107498;0;0;2862;0;0;0;0;0;0;0;0;0;0
36.01;99999240;100161;106974;0;0;2910;0;0;0;0;0;0;0;0;0;0
38.01;99999323;100681;108159;0;0;2922;0;0;0;0;0;0;0;0;0;0
40.01;99999315;100984;107576;0;0;2917;0;0;0;0;0;0;0;0;0;0
42.01;99999448;100365;108241;0;0;2907;0;0;0;0;0;0;0;0;0;0
44.01;99999330;100798;107979;0;0;2815;0;0;0;0;0;0;0;0;0;0
46.01;99999634;101337;108288;0;0;2873;0;0;0;0;0;0;0;0;0;0
48.01;99999460;100245;106898;0;0;2864;0;0;0;0;0;0;0;0;0;0
50.01;99999591;100845;107257;0;0;2807;0;0;0;0;0;0;0;0;0;0
52.01;99999636;100543;108318;0;0;2808;0;0;0;0;0;0;0;0;0;0
54.01;99999552;101026;107822;0;0;2849;0;0;0;0;0;0;0;0;0;0
56.01;99999450;100877;108018;0;0;2849;0;0;0;0;0;0;0;0;0;0
58.01;99999661;100696;107342;0;0;2842;0;0;0;0;0;0;0;0;0;0
