run_id,timestamp,attenuation_dB,csv_file,log_file,note
20260630_115000,20260630_115000,-30.0,att_-30p00dB_run_20260630_115000.csv,att_-30p00dB_run_20260630_115000.log,"dark-count/background check, 2 us delay condition"
20260630_115113,20260630_115113,-28.0,att_-28p00dB_run_20260630_115113.csv,att_-28p00dB_run_20260630_115113.log,"dark-count/background check, 2 us delay condition"
20260630_115232,20260630_115232,-26.0,att_-26p00dB_run_20260630_115232.csv,att_-26p00dB_run_20260630_115232.log,"dark-count/background check, 2 us delay condition"
20260630_115346,20260630_115346,-24.0,att_-24p00dB_run_20260630_115346.csv,att_-24p00dB_run_20260630_115346.log,"dark-count/background check, 2 us delay condition"
20260630_115504,20260630_115504,-22.0,att_-22p00dB_run_20260630_115504.csv,att_-22p00dB_run_20260630_115504.log,"dark-count/background check, 2 us delay condition"
20260630_115621,20260630_115621,-20.0,att_-20p00dB_run_20260630_115621.csv,att_-20p00dB_run_20260630_115621.log,"dark-count/background check, 2 us delay condition"
20260630_115747,20260630_115747,-18.0,att_-18p00dB_run_20260630_115747.csv,att_-18p00dB_run_20260630_115747.log,"dark-count/background check, 2 us delay condition"
20260630_115903,20260630_115903,-16.0,att_-16p00dB_run_20260630_115903.csv,att_-16p00dB_run_20260630_115903.log,"dark-count/background check, 2 us delay condition"
20260630_120020,20260630_120020,-14.0,att_-14p00dB_run_20260630_120020.csv,att_-14p00dB_run_20260630_120020.log,"dark-count/background check, 2 us delay condition"
20260630_120131,20260630_120131,-12.0,att_-12p00dB_run_20260630_120131.csv,att_-12p00dB_run_20260630_120131.log,"dark-count/background check, 2 us delay condition"
20260630_120246,20260630_120246,-10.0,att_-10p00dB_run_20260630_120246.csv,att_-10p00dB_run_20260630_120246.log,"dark-count/background check, 2 us delay condition"
20260630_120407,20260630_120407,-8.0,att_-8p00dB_run_20260630_120407.csv,att_-8p00dB_run_20260630_120407.log,"dark-count/background check, 2 us delay condition"
20260630_120729,20260630_120729,-6.0,att_-6p00dB_run_20260630_120729.csv,att_-6p00dB_run_20260630_120729.log,"dark-count/background check, 2 us delay condition"
20260630_120843,20260630_120843,-4.0,att_-4p00dB_run_20260630_120843.csv,att_-4p00dB_run_20260630_120843.log,"dark-count/background check, 2 us delay condition"
20260630_120956,20260630_120956,-2.0,att_-2p00dB_run_20260630_120956.csv,att_-2p00dB_run_20260630_120956.log,"dark-count/background check, 2 us delay condition"
20260630_121118,20260630_121118,0.0,att_0p00dB_run_20260630_121118.csv,att_0p00dB_run_20260630_121118.log,"dark-count/background check, 2 us delay condition"
