# Rigol MHO-984 Data Acquisition
# Channel: 2
# Timestamp: 2026-07-31 10:45:28
# Measurements:
#   vpp: 0.6206
#   vmax: 0.50787
#   vbase: -0.006
#   vamp: 0.5132
#   vavg: 0.0202
#   vrms: 0.089724
#   freq: 1000000.0
#   period: 1e-06
#   rise_time: 2.25e-08
#   fall_time: 2.25e-08
#   negative_duty: 0.96052
#   positive_width: 3.95e-08
#   negative_width: 9.61e-07
#
Time (s),Channel 2 (V)
-2.5e-06,0.0
-2.4950000000000003e-06,0.0
-2.4900000000000003e-06,0.0
-2.4850000000000003e-06,-0.017067
-2.4800000000000004e-06,0.0
-2.475e-06,-0.017067
-2.47e-06,-0.017067
-2.465e-06,-0.017067
-2.46e-06,-0.017067
-2.4550000000000002e-06,0.0
-2.4500000000000003e-06,-0.017067
-2.4450000000000003e-06,0.017067
-2.4400000000000004e-06,0.0
-2.4350000000000004e-06,0.017067
-2.43e-06,0.0
-2.425e-06,-0.017067
-2.42e-06,0.0
-2.415e-06,-0.017067
-2.4100000000000002e-06,-0.017067
-2.4050000000000003e-06,-0.034134
-2.4000000000000003e-06,-0.034134
-2.3950000000000004e-06,0.0
-2.39e-06,-0.017067
-2.385e-06,0.0
-2.38e-06,0.0
-2.375e-06,0.017067
-2.37e-06,0.0
-2.3650000000000002e-06,0.017067
-2.3600000000000003e-06,0.0
-2.3550000000000003e-06,-0.017067
-2.3500000000000004e-06,0.0
-2.3450000000000004e-06,-0.034134
-2.34e-06,-0.017067
-2.335e-06,-0.034134
-2.33e-06,-0.017067
-2.325e-06,0.0
-2.3200000000000002e-06,0.0
-2.3150000000000003e-06,0.017067
-2.3100000000000003e-06,0.017067
-2.3050000000000004e-06,0.0
-2.3e-06,0.017067
-2.295e-06,0.0
-2.29e-06,0.0
-2.285e-06,-0.017067
-2.28e-06,-0.017067
-2.2750000000000002e-06,-0.034134
-2.2700000000000003e-06,-0.034134
-2.2650000000000003e-06,-0.017067
-2.2600000000000004e-06,-0.017067
-2.2550000000000004e-06,0.017067
-2.25e-06,0.0
-2.245e-06,0.017067
-2.24e-06,0.017067
-2.235e-06,0.0
-2.2300000000000002e-06,0.017067
