BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;202808;31123;31123;0
150;174284;31036;31036;0
250;102815;31081;31081;0
350;43738;31438;31438;0
450;16587;31429;31429;0
550;5696;31778;31778;0
650;2133;31815;31815;0
750;905;31864;31864;0
850;476;31785;31785;0
950;297;32559;32559;0
1050;201;33570;33570;0
1150;160;34559;34559;0
1250;132;34765;34765;0
1350;124;36227;36227;0
1450;119;36927;36927;0
1550;96;37496;37496;0
1650;90;37708;37708;0
1750;85;37948;37948;0
1850;71;38114;38114;0
1950;67;37838;37838;0
2050;68;37409;37409;0
2150;72;36903;36903;0
2250;77;37651;37651;0
2350;76;37784;37784;0
2450;68;37275;37275;0
2550;87;37881;37881;0
2650;83;38022;38022;0
2750;86;38264;38264;0
2850;49;38933;38933;0
2950;71;38697;38697;0
3050;66;39310;39310;0
3150;80;38890;38890;0
3250;75;38484;38484;0
3350;57;38117;38117;0
3450;63;37757;37757;0
3550;77;36894;36894;0
3650;76;36399;36399;0
3750;74;36041;36041;0
3850;52;35829;35829;0
3950;66;35969;35969;0
4050;60;35640;35640;0
4150;68;35136;35136;0
4250;60;35265;35265;0
4350;63;35578;35578;0
4450;67;35716;35716;0
4550;58;35370;35370;0
4650;65;35092;35092;0
4750;64;35789;35789;0
4850;86;36134;36134;0
4950;64;36067;36067;0
5050;61;35662;35662;0
5150;70;35545;35545;0
5250;61;35135;35135;0
5350;69;34385;34385;0
5450;69;34774;34774;0
5550;66;35211;35211;0
5650;83;35270;35270;0
5750;77;35258;35258;0
5850;66;35199;35199;0
5950;68;35979;35979;0
6050;79;36393;36393;0
6150;77;35893;35893;0
6250;58;35382;35382;0
6350;65;34984;34984;0
6450;55;34916;34916;0
6550;73;34723;34723;0
6650;61;34972;34972;0
6750;73;35106;35106;0
6850;66;35134;35134;0
6950;70;36029;36029;0
7050;80;35678;35678;0
7150;74;35199;35199;0
7250;57;35878;35878;0
7350;83;35906;35906;0
7450;53;35720;35720;0
7550;74;35209;35209;0
7650;61;35076;35076;0
7750;56;35538;35538;0
7850;61;35647;35647;0
7950;68;36109;36109;0
8050;79;36280;36280;0
8150;76;35455;35455;0
8250;74;35476;35476;0
8350;74;35674;35674;0
8450;55;35651;35651;0
8550;69;35325;35325;0
8650;62;35244;35244;0
8750;70;35040;35040;0
8850;79;34439;34439;0
8950;79;33855;33855;0
9050;90;33781;33781;0
9150;79;34639;34639;0
9250;76;34964;34964;0
9350;84;34876;34876;0
9450;73;34448;34448;0
9550;86;36083;36083;0
9650;70;41609;41609;0
9750;79;49274;49274;0
9850;73;50433;50433;0
9950;80;46957;46957;0
10050;82;41547;41547;0
10150;80;39601;39601;0
10250;81;46476;46476;0
10350;87;81431;81431;0
10450;83;200266;200266;0
