BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;306381;125091;125091;0
150;277822;125935;125935;0
250;173087;126162;126162;0
350;76818;126644;126644;0
450;29003;128570;128570;0
550;10312;131247;131247;0
650;4016;129911;129911;0
750;1747;130671;130671;0
850;993;131114;131114;0
950;697;131365;131365;0
1050;564;129431;129431;0
1150;436;128050;128050;0
1250;394;128369;128369;0
1350;332;131187;131187;0
1450;362;132253;132253;0
1550;325;131821;131821;0
1650;309;133787;133787;0
1750;312;151001;151001;0
1850;268;226298;226298;0
1950;296;426853;426853;0
2050;267;714348;714348;0
2150;269;822393;822393;0
2250;253;636348;636348;0
2350;248;427681;427681;0
2450;235;433663;433663;0
2550;243;899001;899001;0
2650;233;1936802;1936802;0
2750;249;3022107;3022107;0
2850;277;3541065;3541065;0
2950;223;3408292;3408292;0
3050;254;2985948;2985948;0
3150;221;2910837;2910837;0
3250;243;3530170;3530170;0
3350;243;4435585;4435585;0
3450;242;4653029;4653029;0
3550;241;3735643;3735643;0
3650;241;2232910;2232910;0
3750;234;1068779;1068779;0
3850;247;485575;485575;0
3950;251;259529;259529;0
4050;238;179983;179983;0
4150;231;153938;153938;0
4250;259;143249;143249;0
4350;234;139311;139311;0
4450;250;137012;137012;0
4550;224;135178;135178;0
4650;234;133057;133057;0
4750;267;133192;133192;0
4850;263;133000;133000;0
4950;222;132003;132003;0
5050;264;131778;131778;0
5150;226;130182;130182;0
5250;223;129236;129236;0
5350;216;126677;126677;0
5450;249;125050;125050;0
5550;241;123543;123543;0
5650;237;122337;122337;0
5750;215;121406;121406;0
5850;235;119607;119607;0
5950;210;119274;119274;0
6050;247;118864;118864;0
6150;218;115747;115747;0
6250;217;113468;113468;0
6350;228;114464;114464;0
6450;252;115255;115255;0
6550;212;114035;114035;0
6650;245;112333;112333;0
6750;251;113246;113246;0
6850;238;114519;114519;0
6950;211;113947;113947;0
7050;197;111561;111561;0
7150;231;111745;111745;0
7250;243;113768;113768;0
7350;219;115452;115452;0
7450;236;115701;115701;0
7550;235;115897;115897;0
7650;257;115634;115634;0
7750;235;117958;117958;0
7850;249;117735;117735;0
7950;258;115187;115187;0
8050;232;113816;113816;0
8150;229;113701;113701;0
8250;258;115256;115256;0
8350;225;113255;113255;0
8450;226;111454;111454;0
8550;230;112765;112765;0
8650;227;114050;114050;0
8750;229;115801;115801;0
8850;244;116778;116778;0
8950;236;116702;116702;0
9050;286;112243;112243;0
9150;251;109027;109027;0
9250;227;109964;109964;0
9350;245;113078;113078;0
9450;256;112902;112902;0
9550;266;110465;110465;0
9650;263;111078;111078;0
9750;251;115480;115480;0
9850;232;119113;119113;0
9950;278;119246;119246;0
10050;233;118964;118964;0
10150;264;120901;120901;0
10250;229;122898;122898;0
10350;275;121798;121798;0
10450;246;119552;119552;0
10550;238;119708;119708;0
10650;254;123434;123434;0
10750;244;126685;126685;0
10850;283;126443;126443;0
10950;270;127116;127116;0
11050;262;129378;129378;0
11150;253;130109;130109;0
11250;286;126799;126799;0
11350;270;125467;125467;0
11450;244;125940;125940;0
11550;242;125444;125444;0
11650;259;123144;123144;0
11750;262;114555;114555;0
11850;302;104475;104475;0
11950;317;100540;100540;0
12050;462;99963;99963;0
12150;739;100758;100758;0
12250;1523;100231;100231;0
12350;3168;100479;100479;0
12450;5390;95713;95713;0
12550;6979;81142;81142;0
12650;6355;50132;50132;0
12750;4066;23500;23500;0
12850;2066;12990;12990;0
12950;914;9705;9705;0
13050;510;8459;8459;0
13150;363;8022;8022;0
13250;287;7891;7891;0
13350;278;7721;7721;0
13450;271;6840;6840;0
13550;258;5112;5112;0
13650;286;1810;1810;0
13750;248;186;186;0
13850;258;17;17;0
13950;260;4;4;0
14050;299;2;2;0
14150;253;3;3;0
14250;261;4;4;0
14350;264;3;3;0
14450;259;4;4;0
14550;269;0;0;0
14650;244;0;0;0
14750;239;0;0;0
14850;268;0;0;0
14950;232;0;0;0
15050;236;0;0;0
15150;231;0;0;0
15250;269;0;0;0
15350;241;0;0;0
15450;247;0;0;0
15550;243;0;0;0
15650;235;0;0;0
15750;242;0;0;0
15850;221;0;0;0
15950;236;0;0;0
16050;231;0;0;0
16150;229;0;0;0
16250;241;0;0;0
16350;266;0;0;0
16450;243;0;0;0
16550;247;0;0;0
16650;224;0;0;0
16750;218;0;0;0
16850;269;0;0;0
16950;236;0;0;0
17050;256;0;0;0
17150;270;0;0;0
17250;219;0;0;0
17350;243;0;0;0
17450;243;0;0;0
17550;251;0;0;0
17650;252;0;0;0
17750;242;0;0;0
17850;237;0;0;0
17950;253;0;0;0
18050;238;0;0;0
18150;246;0;0;0
18250;235;0;0;0
18350;203;0;0;0
18450;212;0;0;0
18550;247;0;0;0
18650;238;0;0;0
18750;239;0;0;0
18850;223;0;0;0
18950;230;0;0;0
19050;225;0;0;0
19150;244;0;0;0
19250;235;0;0;0
19350;211;0;0;0
19450;205;0;0;0
19550;232;0;0;0
19650;247;0;0;0
19750;217;0;0;0
19850;237;0;0;0
19950;261;0;0;0
20050;225;0;0;0
20150;251;0;0;0
20250;246;0;0;0
20350;248;0;0;0
20450;235;0;0;0
20550;243;0;0;0
20650;252;0;0;0
20750;226;0;0;0
20850;253;0;0;0
20950;256;0;0;0
21050;285;0;0;0
21150;247;0;0;0
21250;251;0;0;0
21350;272;0;0;0
21450;222;0;0;0
21550;245;0;0;0
21650;245;0;0;0
21750;231;0;0;0
21850;236;0;0;0
21950;251;0;0;0
22050;243;0;0;0
22150;245;0;0;0
22250;254;0;0;0
22350;237;0;0;0
22450;258;0;0;0
22550;242;0;0;0
22650;233;0;0;0
22750;245;0;0;0
22850;252;0;0;0
22950;253;0;0;0
23050;252;0;0;0
23150;261;0;0;0
23250;267;0;0;0
23350;275;0;0;0
23450;281;0;0;0
23550;249;0;0;0
23650;264;0;0;0
23750;274;0;0;0
23850;263;0;0;0
23950;284;0;0;0
24050;280;0;0;0
24150;230;0;0;0
24250;250;0;0;0
24350;312;0;0;0
24450;345;0;0;0
24550;444;0;0;0
24650;757;0;0;0
24750;1570;0;0;0
24850;3155;0;0;0
24950;5359;0;0;0
25050;6918;0;0;0
25150;6243;0;0;0
25250;4098;0;0;0
25350;2075;0;0;0
25450;988;0;0;0
25550;504;0;0;0
25650;355;0;0;0
25750;295;0;0;0
25850;270;0;0;0
25950;242;0;0;0
26050;234;0;0;0
26150;251;0;0;0
26250;246;0;0;0
26350;260;0;0;0
26450;276;0;0;0
26550;277;0;0;0
26650;252;0;0;0
26750;242;0;0;0
26850;255;0;0;0
26950;259;0;0;0
27050;261;0;0;0
27150;260;0;0;0
27250;240;0;0;0
27350;226;0;0;0
