BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;499699;169793;169793;0
150;450877;169678;169678;0
250;281818;169933;169933;0
350;128168;170860;170860;0
450;50560;173344;173344;0
550;19242;176830;176830;0
650;8344;176294;176294;0
750;4283;175578;175578;0
850;2630;176577;176577;0
950;1897;177966;177966;0
1050;1425;176664;176664;0
1150;1283;174851;174851;0
1250;1056;174169;174169;0
1350;970;176411;176411;0
1450;836;178047;178047;0
1550;875;177914;177914;0
1650;841;182551;182551;0
1750;802;224156;224156;0
1850;798;385604;385604;0
1950;681;771576;771576;0
2050;725;1259950;1259950;0
2150;672;1364728;1364728;0
2250;670;999727;999727;0
2350;661;678473;678473;0
2450;644;790717;790717;0
2550;620;1806708;1806708;0
2650;637;3823284;3823284;0
2750;630;5763660;5763660;0
2850;606;6585739;6585739;0
2950;591;6255798;6255798;0
3050;630;5564750;5564750;0
3150;644;5643559;5643559;0
3250;569;7009864;7009864;0
3350;618;8593667;8593667;0
3450;602;8620828;8620828;0
3550;593;6612967;6612967;0
3650;587;3809362;3809362;0
3750;580;1783790;1783790;0
3850;614;804986;804986;0
3950;579;425557;425557;0
4050;620;287272;287272;0
4150;571;233143;233143;0
4250;609;212312;212312;0
4350;643;201782;201782;0
4450;606;194462;194462;0
4550;565;189333;189333;0
4650;605;185815;185815;0
4750;572;183853;183853;0
4850;614;182504;182504;0
4950;591;182278;182278;0
5050;633;180768;180768;0
5150;562;178744;178744;0
5250;580;175685;175685;0
5350;605;172676;172676;0
5450;635;168775;168775;0
5550;616;166842;166842;0
5650;583;165576;165576;0
5750;580;165012;165012;0
5850;513;163386;163386;0
5950;567;161230;161230;0
6050;544;160776;160776;0
6150;578;157584;157584;0
6250;610;155484;155484;0
6350;559;155921;155921;0
6450;561;155825;155825;0
6550;569;155267;155267;0
6650;561;153964;153964;0
6750;544;154557;154557;0
6850;608;155214;155214;0
6950;568;155004;155004;0
7050;599;152464;152464;0
7150;564;153478;153478;0
7250;628;153911;153911;0
7350;611;155774;155774;0
7450;603;156297;156297;0
7550;612;157290;157290;0
7650;635;157835;157835;0
7750;594;159251;159251;0
7850;614;160486;160486;0
7950;584;158572;158572;0
8050;582;155336;155336;0
8150;591;156352;156352;0
8250;625;156459;156459;0
8350;579;155211;155211;0
8450;573;152069;152069;0
8550;602;153250;153250;0
8650;552;154361;154361;0
8750;591;155407;155407;0
8850;596;158007;158007;0
8950;558;158889;158889;0
9050;614;156062;156062;0
9150;593;150464;150464;0
9250;570;149132;149132;0
9350;576;152736;152736;0
9450;607;154052;154052;0
9550;576;151319;151319;0
9650;602;150369;150369;0
9750;613;155941;155941;0
9850;632;160656;160656;0
9950;650;162677;162677;0
10050;627;161421;161421;0
10150;617;163045;163045;0
10250;621;166694;166694;0
10350;588;167327;167327;0
10450;603;164200;164200;0
10550;619;164470;164470;0
10650;683;166609;166609;0
10750;677;170205;170205;0
10850;625;169735;169735;0
10950;662;170710;170710;0
11050;684;174306;174306;0
11150;616;175685;175685;0
11250;658;173348;173348;0
11350;659;170924;170924;0
11450;616;170057;170057;0
11550;637;169378;169378;0
11650;692;166764;166764;0
11750;685;154603;154603;0
11850;821;141169;141169;0
11950;909;136484;136484;0
12050;1465;136882;136882;0
12150;2519;137289;137289;0
12250;5284;135695;135695;0
12350;10995;136286;136286;0
12450;19049;130423;130423;0
12550;23842;111275;111275;0
12650;21768;67649;67649;0
12750;13913;30837;30837;0
12850;7036;16463;16463;0
12950;3127;12120;12120;0
13050;1611;10795;10795;0
13150;1043;10369;10369;0
13250;810;10222;10222;0
13350;708;9823;9823;0
13450;692;8628;8628;0
13550;663;6190;6190;0
13650;628;2206;2206;0
13750;634;204;204;0
13850;636;22;22;0
13950;697;4;4;0
14050;660;6;6;0
14150;621;3;3;0
14250;598;5;5;0
14350;626;4;4;0
