BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;243938;109103;109103;0
150;262585;107953;107953;0
250;189046;108682;108682;0
350;94038;108872;108872;0
450;37330;106280;106280;0
550;13492;104294;104294;0
650;5199;104327;104327;0
750;2362;105680;105680;0
850;1255;106677;106677;0
950;816;105740;105740;0
1050;596;104277;104277;0
1150;459;104898;104898;0
1250;422;106379;106379;0
1350;359;105513;105513;0
1450;333;104899;104899;0
1550;326;105599;105599;0
1650;271;107235;107235;0
1750;256;106898;106898;0
1850;263;105344;105344;0
1950;244;104762;104762;0
2050;253;106344;106344;0
2150;249;106794;106794;0
2250;209;106644;106644;0
2350;229;105747;105747;0
2450;233;104580;104580;0
2550;248;105636;105636;0
2650;262;105365;105365;0
2750;220;105164;105164;0
2850;228;104475;104475;0
2950;223;104943;104943;0
3050;219;104910;104910;0
3150;222;104862;104862;0
3250;234;104608;104608;0
3350;217;105279;105279;0
3450;235;104979;104979;0
3550;213;105320;105320;0
3650;228;104922;104922;0
3750;212;105990;105990;0
3850;238;104345;104345;0
3950;237;102257;102257;0
4050;219;103195;103195;0
4150;232;106052;106052;0
4250;214;106500;106500;0
4350;243;105143;105143;0
4450;205;103736;103736;0
4550;224;104122;104122;0
4650;206;105221;105221;0
4750;222;105444;105444;0
4850;220;106564;106564;0
4950;197;105880;105880;0
5050;204;105006;105006;0
5150;196;149805;149805;0
5250;208;541723;541723;0
5350;207;1734936;1734936;0
5450;232;3403129;3403129;0
5550;213;4810331;4810331;0
5650;240;5502259;5502259;0
5750;195;5107998;5107998;0
5850;249;3708036;3708036;0
5950;204;2205120;2205120;0
6050;221;1149725;1149725;0
6150;225;598760;598760;0
6250;226;392346;392346;0
6350;233;358421;358421;0
6450;210;354124;354124;0
6550;209;309415;309415;0
6650;190;228637;228637;0
6750;203;165150;165150;0
6850;207;132000;132000;0
6950;213;118302;118302;0
7050;241;113749;113749;0
7150;206;109992;109992;0
7250;221;106304;106304;0
7350;226;104551;104551;0
7450;233;105105;105105;0
7550;225;106118;106118;0
7650;255;104794;104794;0
7750;282;104503;104503;0
7850;295;106704;106704;0
7950;362;109204;109204;0
8050;690;97101;97101;0
8150;1291;70001;70001;0
8250;2686;58469;58469;0
8350;4210;53740;53740;0
8450;5152;49432;49432;0
8550;4109;39045;39045;0
8650;2690;17398;17398;0
8750;1255;4406;4406;0
8850;616;2410;2410;0
8950;356;1710;1710;0
9050;273;1338;1338;0
9150;240;1110;1110;0
9250;224;929;929;0
9350;230;679;679;0
9450;225;317;317;0
9550;221;61;61;0
9650;211;1;1;0
9750;215;0;0;0
9850;215;0;0;0
9950;202;0;0;0
10050;199;0;0;0
10150;211;0;0;0
10250;220;0;0;0
10350;218;0;0;0
10450;228;0;0;0
10550;216;0;0;0
10650;208;0;0;0
10750;235;0;0;0
10850;189;0;0;0
10950;233;0;0;0
11050;216;0;0;0
11150;206;0;0;0
11250;226;0;0;0
11350;201;0;0;0
11450;222;0;0;0
11550;226;0;0;0
11650;230;0;0;0
11750;202;0;0;0
11850;251;0;0;0
11950;224;0;0;0
12050;236;0;0;0
12150;211;0;0;0
12250;215;0;0;0
12350;227;0;0;0
12450;210;0;0;0
12550;211;0;0;0
12650;192;0;0;0
12750;230;0;0;0
12850;238;0;0;0
12950;217;0;0;0
13050;229;0;0;0
13150;210;0;0;0
13250;209;0;0;0
13350;227;0;0;0
13450;210;0;0;0
13550;227;0;0;0
