BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;220311;35372;35372;0
150;194279;35307;35307;0
250;120568;35809;35809;0
350;54911;35700;35700;0
450;21892;35862;35862;0
550;8270;35563;35563;0
650;3444;35476;35476;0
750;1696;36163;36163;0
850;974;35903;35903;0
950;676;35985;35985;0
1050;515;35601;35601;0
1150;401;36356;36356;0
1250;318;36383;36383;0
1350;350;36762;36762;0
1450;282;37289;37289;0
1550;253;37643;37643;0
1650;243;38102;38102;0
1750;199;38876;38876;0
1850;243;39656;39656;0
1950;193;39151;39151;0
2050;224;39356;39356;0
2150;162;39946;39946;0
2250;163;39721;39721;0
2350;208;39870;39870;0
2450;186;40063;40063;0
2550;194;40228;40228;0
2650;151;40392;40392;0
2750;182;40494;40494;0
2850;148;41217;41217;0
2950;201;41546;41546;0
3050;186;41363;41363;0
3150;186;41631;41631;0
3250;186;41585;41585;0
3350;181;41105;41105;0
3450;169;40378;40378;0
3550;177;39572;39572;0
3650;161;39016;39016;0
3750;161;38461;38461;0
3850;161;38472;38472;0
3950;189;38557;38557;0
4050;168;38798;38798;0
4150;167;39378;39378;0
4250;159;39138;39138;0
4350;170;39046;39046;0
4450;192;39062;39062;0
4550;185;38347;38347;0
4650;184;38122;38122;0
4750;171;38160;38160;0
4850;187;38007;38007;0
4950;158;38676;38676;0
5050;173;38797;38797;0
5150;163;38944;38944;0
5250;167;38732;38732;0
5350;171;39135;39135;0
5450;176;39120;39120;0
5550;205;37790;37790;0
5650;177;37248;37248;0
5750;159;37804;37804;0
5850;183;38804;38804;0
5950;173;38049;38049;0
6050;178;37537;37537;0
6150;186;38055;38055;0
6250;166;38952;38952;0
6350;152;39371;39371;0
6450;176;38816;38816;0
6550;178;38253;38253;0
6650;198;36757;36757;0
6750;179;36635;36635;0
6850;139;37718;37718;0
6950;185;38367;38367;0
7050;177;38208;38208;0
7150;162;38240;38240;0
7250;161;39413;39413;0
7350;166;39490;39490;0
7450;148;38270;38270;0
7550;133;38191;38191;0
7650;186;39285;39285;0
7750;184;40052;40052;0
7850;150;38674;38674;0
7950;189;37223;37223;0
8050;198;36993;36993;0
8150;169;38667;38667;0
8250;165;39323;39323;0
8350;148;39399;39399;0
8450;162;38481;38481;0
8550;187;38284;38284;0
8650;197;38968;38968;0
8750;176;38327;38327;0
8850;172;37829;37829;0
8950;164;37010;37010;0
9050;173;37797;37797;0
9150;173;37675;37675;0
9250;205;37146;37146;0
9350;183;37366;37366;0
9450;197;37904;37904;0
9550;193;39279;39279;0
9650;182;41136;41136;0
9750;194;42056;42056;0
9850;168;42168;42168;0
9950;204;40710;40710;0
10050;211;39299;39299;0
10150;197;38702;38702;0
10250;229;43492;43492;0
10350;193;68126;68126;0
10450;170;149901;149901;0
10550;176;321246;321246;0
10650;191;542969;542969;0
10750;155;675228;675228;0
10850;171;583618;583618;0
10950;191;360994;360994;0
11050;183;185285;185285;0
11150;154;105826;105826;0
11250;182;97921;97921;0
11350;177;153975;153975;0
11450;187;268652;268652;0
11550;176;406585;406585;0
11650;177;540547;540547;0
11750;180;704053;704053;0
11850;164;946354;946354;0
11950;180;1333311;1333311;0
12050;192;1941239;1941239;0
12150;193;2796120;2796120;0
12250;156;3562940;3562940;0
12350;170;3385621;3385621;0
12450;190;2247927;2247927;0
