BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;76847;10640;10163;0
150;37840;10685;10401;0
250;8565;10249;10027;0
350;1906;10619;10001;0
450;621;10614;9677;0
550;319;10480;9696;0
650;191;10202;9594;0
750;106;10147;9558;0
850;90;10031;9555;0
950;54;10197;9911;0
1050;45;10345;9815;0
1150;40;10320;9577;0
1250;39;10136;9966;0
1350;35;10088;9946;0
1450;42;10255;9674;0
1550;39;10419;9618;0
1650;35;10310;9842;0
1750;45;10386;9722;0
1850;36;10145;9905;0
1950;41;10233;9783;0
2050;30;10368;9915;0
2150;36;10347;9887;0
2250;37;10317;9758;0
2350;35;10295;9724;0
2450;37;10218;9746;0
2550;33;9970;9736;0
2650;37;10154;9763;0
2750;31;10040;9643;0
2850;39;10029;9883;0
2950;31;9984;9542;0
3050;43;9964;9576;0
3150;32;10074;9706;0
3250;31;10041;9629;0
3350;26;9941;9557;0
3450;40;10118;9780;0
3550;32;10058;9680;0
3650;33;10004;9664;0
3750;41;10181;9571;0
3850;38;10148;9782;0
3950;31;10201;9572;0
4050;35;10253;10047;0
4150;21;10424;10096;0
4250;37;10606;10253;0
4350;29;10554;10019;0
4450;33;10675;10372;0
4550;27;10807;10479;0
4650;48;10956;10638;0
4750;34;11136;10510;0
4850;33;11224;10673;0
4950;32;11212;10972;0
5050;39;11297;10888;0
5150;37;11398;10689;0
5250;30;11047;10661;0
5350;29;11364;10768;0
5450;32;11214;10826;0
5550;20;11215;10726;0
5650;18;11214;10874;0
5750;28;11334;10724;0
5850;37;11176;10674;0
5950;29;11499;10545;0
6050;24;11343;10568;0
6150;44;11375;10851;0
6250;37;11320;10964;0
6350;33;11152;10859;0
6450;28;11283;10782;0
6550;31;11209;10580;0
6650;31;11211;10609;0
6750;30;11373;10747;0
6850;26;11366;10857;0
6950;27;11546;10953;0
7050;32;11387;10925;0
7150;38;11500;10780;0
7250;31;11261;10694;0
7350;48;11144;10784;0
7450;28;11155;10860;0
7550;29;11112;10746;0
7650;40;11521;11052;0
7750;37;11659;11085;0
7850;33;11734;11077;0
7950;22;11326;11314;0
8050;28;11464;11336;0
8150;33;11800;11293;0
8250;40;11566;11249;0
8350;33;11446;11437;0
8450;31;13762;14898;0
8550;32;28549;33853;0
8650;26;64277;73589;0
8750;31;118473;128623;0
8850;32;149834;153995;0
8950;26;109636;101108;0
9050;42;55272;49366;0
9150;34;47406;51213;0
9250;36;132663;161827;0
9350;33;379520;430114;0
9450;22;589017;594202;0
9550;41;615596;588181;0
9650;37;566518;527971;0
9750;38;466723;438120;0
9850;36;415143;412145;0
9950;35;530691;555381;0
10050;22;782985;802156;0
10150;33;881747;856820;0
10250;40;626872;574197;0
10350;41;276128;224599;0
10450;36;86305;64446;0
10550;44;32157;25223;0
10650;37;18669;16805;0
10750;38;14433;13606;0
10850;31;12737;12059;0
10950;39;12390;11066;0
11050;38;11723;10851;0
11150;32;10999;10852;0
11250;38;10726;10715;0
11350;38;11290;10521;0
11450;29;11153;10588;0
11550;39;11084;10576;0
11650;45;10573;10255;0
11750;34;9816;9299;0
11850;37;8896;8433;0
11950;38;8464;8128;0
12050;41;8310;8165;0
12150;88;8233;7994;0
12250;220;8307;8136;0
12350;771;8329;8073;0
12450;2384;8017;7634;0
12550;3290;6711;6525;0
12650;1796;4392;4194;0
12750;496;1915;1960;0
12850;129;1105;1037;0
12950;77;841;792;0
13050;47;734;654;0
13150;37;666;623;0
13250;33;684;637;0
13350;35;653;600;0
13450;45;574;533;0
13550;23;481;388;0
13650;25;140;123;0
13750;34;19;11;0
13850;32;3;0;0
13950;31;1;2;0
14050;38;0;0;0
14150;48;5;1;0
14250;28;0;2;0
14350;28;2;0;0
14450;35;0;0;0
14550;35;0;1;0
14650;34;0;0;0
14750;29;0;0;0
14850;27;0;0;0
14950;28;0;0;0
15050;32;0;0;0
15150;35;0;0;0
15250;39;0;0;0
15350;29;0;0;0
15450;23;0;0;0
15550;32;0;0;0
15650;30;0;0;0
15750;35;0;0;0
15850;31;0;0;0
15950;36;0;0;0
16050;33;0;0;0
16150;34;0;0;0
16250;35;0;0;0
16350;38;0;0;0
16450;26;0;0;0
16550;35;0;0;0
16650;37;0;0;0
16750;27;0;0;0
16850;28;0;0;0
16950;34;0;0;0
17050;44;0;0;0
17150;27;0;0;0
17250;36;0;0;0
17350;34;0;0;0
17450;35;0;0;0
17550;30;0;0;0
17650;32;0;0;0
17750;25;0;0;0
17850;31;0;0;0
17950;35;0;0;0
18050;26;0;0;0
18150;35;0;0;0
18250;36;0;0;0
18350;38;0;0;0
18450;28;0;0;0
18550;36;0;0;0
18650;28;0;0;0
18750;33;0;0;0
18850;27;0;0;0
18950;29;0;0;0
19050;20;0;0;0
19150;31;0;0;0
19250;29;0;0;0
19350;25;0;0;0
19450;26;0;0;0
19550;34;0;0;0
19650;25;0;0;0
19750;17;0;0;0
19850;35;0;0;0
19950;24;0;0;0
20050;28;0;0;0
20150;22;0;0;0
20250;38;0;0;0
20350;24;0;0;0
20450;32;0;0;0
20550;35;0;0;0
20650;28;0;0;0
20750;28;0;0;0
20850;28;0;0;0
20950;34;0;0;0
21050;40;0;0;0
21150;27;0;0;0
21250;24;0;0;0
21350;37;0;0;0
21450;41;0;0;0
21550;29;0;0;0
21650;31;0;0;0
21750;38;0;0;0
21850;32;0;0;0
21950;26;0;0;0
22050;33;0;0;0
22150;33;0;0;0
22250;35;0;0;0
22350;30;0;0;0
22450;34;0;0;0
22550;37;0;0;0
22650;34;0;0;0
22750;25;0;0;0
22850;39;0;0;0
22950;35;0;0;0
23050;32;0;0;0
23150;46;0;0;0
23250;35;0;0;0
23350;40;0;0;0
23450;31;0;0;0
23550;29;0;0;0
23650;32;0;0;0
23750;31;0;0;0
23850;40;0;0;0
23950;37;0;0;0
24050;45;0;0;0
24150;34;0;0;0
24250;37;0;0;0
24350;37;0;0;0
24450;52;0;0;0
24550;50;0;0;0
24650;93;0;0;0
24750;217;0;0;0
24850;842;0;0;0
24950;2341;0;0;0
25050;3269;0;0;0
25150;1772;0;0;0
25250;498;0;0;0
25350;127;0;0;0
25450;59;0;0;0
25550;51;0;0;0
25650;43;0;0;0
25750;38;0;0;0
25850;38;0;0;0
25950;40;0;0;0
26050;40;0;0;0
26150;22;0;0;0
26250;26;0;0;0
26350;50;0;0;0
26450;34;0;0;0
26550;38;0;0;0
26650;28;0;0;0
26750;33;0;0;0
26850;26;0;0;0
26950;25;0;0;0
27050;44;0;0;0
27150;32;0;0;0
27250;31;0;0;0
27350;35;0;0;0
27450;23;0;0;0
27550;31;0;0;0
27650;32;0;0;0
27750;25;0;0;0
27850;28;0;0;0
27950;37;0;0;0
28050;24;0;0;0
28150;26;0;0;0
28250;36;0;0;0
28350;34;0;0;0
28450;29;0;0;0
28550;35;0;0;0
28650;36;0;0;0
28750;39;0;0;0
28850;30;0;0;0
28950;28;0;0;0
29050;33;0;0;0
29150;29;0;0;0
29250;28;0;0;0
29350;35;0;0;0
29450;28;0;0;0
29550;28;0;0;0
29650;34;0;0;0
29750;35;0;0;0
29850;24;0;0;0
29950;27;0;0;0
30050;37;0;0;0
30150;32;0;0;0
30250;37;0;0;0
30350;38;0;0;0
30450;33;0;0;0
30550;41;0;0;0
30650;35;0;0;0
30750;33;0;0;0
30850;23;0;0;0
30950;28;0;0;0
31050;25;0;0;0
31150;38;0;0;0
31250;39;0;0;0
31350;24;0;0;0
31450;38;0;0;0
31550;29;0;0;0
31650;34;0;0;0
31750;44;0;0;0
31850;38;0;0;0
31950;23;0;0;0
32050;41;0;0;0
32150;32;0;0;0
32250;32;0;0;0
32350;32;0;0;0
32450;37;0;0;0
32550;39;0;0;0
32650;30;0;0;0
32750;45;0;0;0
32850;40;0;0;0
32950;26;0;0;0
33050;43;0;0;0
33150;49;0;0;0
33250;35;0;0;0
33350;32;0;0;0
33450;34;0;0;0
33550;35;0;0;0
33650;37;0;0;0
33750;29;0;0;0
33850;29;0;0;0
33950;37;0;0;0
34050;32;0;0;0
34150;27;0;0;0
34250;33;0;0;0
34350;31;0;0;0
34450;29;0;0;0
34550;30;0;0;0
34650;29;0;0;0
34750;32;0;0;0
34850;31;0;0;0
34950;40;0;0;0
35050;34;0;0;0
35150;29;0;0;0
35250;33;0;0;0
35350;29;0;0;0
35450;30;0;0;0
35550;27;0;0;0
35650;22;0;0;0
35750;36;0;0;0
35850;29;0;0;0
35950;44;0;0;0
36050;26;0;0;0
36150;32;0;0;0
36250;31;0;0;0
36350;31;0;0;0
36450;35;0;0;0
36550;36;0;0;0
36650;33;0;0;0
36750;39;0;0;0
36850;45;0;0;0
36950;57;0;0;0
37050;54;0;0;0
37150;82;0;0;0
37250;187;0;0;0
37350;771;0;0;0
37450;2320;0;0;0
37550;3274;0;0;0
37650;1852;0;0;0
37750;501;0;0;0
37850;151;0;0;0
37950;71;0;0;0
38050;53;0;0;0
38150;39;0;0;0
38250;41;0;0;0
38350;37;0;0;0
38450;31;0;0;0
38550;36;0;0;0
38650;36;0;0;0
38750;30;0;0;0
38850;38;0;0;0
38950;33;0;0;0
39050;38;0;0;0
39150;31;0;0;0
39250;24;0;0;0
39350;34;0;0;0
39450;42;0;0;0
39550;32;0;0;0
39650;32;0;0;0
39750;39;0;0;0
39850;32;0;0;0
39950;20;0;0;0
40050;32;0;0;0
40150;40;0;0;0
40250;32;0;0;0
40350;35;0;0;0
40450;22;0;0;0
40550;22;0;0;0
40650;28;0;0;0
40750;33;0;0;0
40850;38;0;0;0
40950;38;0;0;0
41050;32;0;0;0
41150;27;0;0;0
41250;37;0;0;0
41350;26;0;0;0
41450;31;0;0;0
41550;32;0;0;0
41650;27;0;0;0
41750;45;0;0;0
41850;38;0;0;0
41950;31;0;0;0
42050;26;0;0;0
42150;31;0;0;0
42250;32;0;0;0
42350;29;0;0;0
42450;36;0;0;0
42550;32;0;0;0
42650;35;0;0;0
42750;32;0;0;0
42850;32;0;0;0
42950;40;0;0;0
43050;37;0;0;0
43150;35;0;0;0
43250;30;0;0;0
43350;31;0;0;0
43450;32;0;0;0
43550;32;0;0;0
43650;28;0;0;0
43750;29;0;0;0
43850;38;0;0;0
43950;30;0;0;0
44050;36;0;0;0
44150;28;0;0;0
44250;29;0;0;0
44350;22;0;0;0
44450;34;0;0;0
44550;40;0;0;0
44650;31;0;0;0
44750;30;0;0;0
44850;28;0;0;0
44950;40;0;0;0
45050;42;0;0;0
45150;29;0;0;0
45250;36;0;0;0
45350;28;0;0;0
45450;40;0;0;0
45550;29;0;0;0
45650;30;0;0;0
45750;33;0;0;0
45850;28;0;0;0
45950;30;0;0;0
46050;42;0;0;0
46150;31;0;0;0
46250;24;0;0;0
46350;39;0;0;0
46450;30;0;0;0
46550;35;0;0;0
46650;39;0;0;0
46750;33;0;0;0
46850;31;0;0;0
46950;28;0;0;0
47050;21;0;0;0
47150;35;0;0;0
47250;28;0;0;0
47350;40;0;0;0
47450;42;0;0;0
47550;25;0;0;0
47650;30;0;0;0
47750;26;0;0;0
47850;30;0;0;0
47950;37;0;0;0
48050;36;0;0;0
48150;33;0;0;0
48250;37;0;0;0
48350;41;0;0;0
48450;31;0;0;0
48550;28;0;0;0
48650;42;0;0;0
48750;32;0;0;0
48850;37;0;0;0
48950;30;0;0;0
49050;33;0;0;0
49150;34;0;0;0
49250;41;0;0;0
49350;41;0;0;0
49450;34;0;0;0
49550;45;0;0;0
49650;99;0;0;0
49750;258;0;0;0
49850;782;0;0;0
49950;2291;0;0;0
