BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;40878;9636;9636;0
150;39939;9470;9470;0
250;24924;9494;9494;0
350;12116;9406;9406;0
450;4563;9523;9523;0
550;1823;9516;9516;0
650;664;9545;9545;0
750;339;9349;9349;0
850;129;9430;9430;0
950;76;9367;9367;0
1050;45;9665;9665;0
1150;50;9516;9516;0
1250;30;9404;9404;0
1350;27;9267;9267;0
1450;23;9303;9303;0
1550;23;9324;9324;0
1650;23;9531;9531;0
1750;26;9490;9490;0
1850;29;9701;9701;0
1950;18;9401;9401;0
2050;19;9436;9436;0
2150;20;9679;9679;0
2250;14;9488;9488;0
2350;26;9807;9807;0
2450;21;9852;9852;0
2550;17;9875;9875;0
2650;14;10087;10087;0
2750;18;10263;10263;0
2850;20;10680;10680;0
2950;15;10890;10890;0
3050;21;11161;11161;0
3150;21;11228;11228;0
3250;16;11290;11290;0
3350;22;11090;11090;0
3450;13;10749;10749;0
3550;21;10742;10742;0
3650;18;10789;10789;0
3750;17;10643;10643;0
3850;19;10606;10606;0
3950;19;10398;10398;0
4050;26;10491;10491;0
4150;19;10259;10259;0
4250;15;10327;10327;0
4350;25;10451;10451;0
4450;20;10405;10405;0
4550;21;10269;10269;0
4650;22;10192;10192;0
4750;15;10134;10134;0
4850;16;10037;10037;0
4950;19;10173;10173;0
5050;17;10223;10223;0
5150;23;10279;10279;0
5250;13;10222;10222;0
5350;16;9938;9938;0
5450;19;10283;10283;0
5550;15;9879;9879;0
5650;20;9977;9977;0
5750;13;10076;10076;0
5850;20;10228;10228;0
5950;17;10049;10049;0
6050;17;10123;10123;0
6150;16;9963;9963;0
6250;14;10198;10198;0
6350;23;10069;10069;0
6450;14;10144;10144;0
6550;21;10042;10042;0
6650;15;10182;10182;0
6750;26;10046;10046;0
6850;27;10265;10265;0
6950;19;10289;10289;0
7050;20;10031;10031;0
7150;14;9942;9942;0
7250;20;10035;10035;0
7350;13;10355;10355;0
7450;20;10209;10209;0
7550;18;10243;10243;0
7650;16;10291;10291;0
7750;17;10179;10179;0
7850;21;10434;10434;0
7950;21;10267;10267;0
8050;20;10217;10217;0
8150;18;10369;10369;0
8250;20;10466;10466;0
8350;25;10160;10160;0
8450;19;10313;10313;0
8550;14;10154;10154;0
8650;17;10056;10056;0
8750;14;10205;10205;0
8850;21;10200;10200;0
8950;18;10278;10278;0
9050;25;10216;10216;0
9150;28;9883;9883;0
9250;25;10109;10109;0
9350;22;10077;10077;0
9450;19;10210;10210;0
9550;19;10131;10131;0
9650;26;10029;10029;0
9750;25;10187;10187;0
9850;22;10050;10050;0
9950;29;10255;10255;0
10050;17;10231;10231;0
10150;14;10181;10181;0
10250;17;10398;10398;0
10350;14;10020;10020;0
10450;23;10206;10206;0
10550;25;10048;10048;0
10650;18;10171;10171;0
10750;22;9984;9984;0
10850;15;10389;10389;0
10950;19;10423;10423;0
11050;15;10591;10591;0
11150;20;10605;10605;0
11250;18;10529;10529;0
11350;16;10361;10361;0
11450;27;10156;10156;0
11550;15;10222;10222;0
11650;18;10415;10415;0
11750;17;10719;10719;0
11850;18;11144;11144;0
11950;10;12116;12116;0
12050;23;14210;14210;0
12150;24;18536;18536;0
12250;24;28627;28627;0
12350;19;45920;45920;0
12450;24;71499;71499;0
12550;26;90446;90446;0
12650;16;85789;85789;0
12750;26;62641;62641;0
12850;19;39124;39124;0
12950;23;24545;24545;0
13050;19;19641;19641;0
13150;20;24442;24442;0
13250;23;45529;45529;0
13350;16;98063;98063;0
13450;17;209495;209495;0
13550;26;370812;370812;0
13650;18;521021;521021;0
13750;16;595723;595723;0
13850;19;623941;623941;0
13950;18;644977;644977;0
14050;17;673972;673972;0
14150;20;658223;658223;0
14250;20;571954;571954;0
14350;14;420271;420271;0
14450;17;271292;271292;0
14550;21;157806;157806;0
14650;20;93149;93149;0
14750;21;66448;66448;0
14850;17;60871;60871;0
14950;22;58290;58290;0
15050;25;49160;49160;0
15150;17;33744;33744;0
15250;16;21401;21401;0
15350;22;14937;14937;0
15450;11;11723;11723;0
15550;16;10518;10518;0
15650;13;10080;10080;0
15750;16;9902;9902;0
15850;22;9720;9720;0
15950;13;9611;9611;0
16050;25;9851;9851;0
16150;17;9401;9401;0
16250;16;9876;9876;0
16350;19;9665;9665;0
16450;19;9699;9699;0
16550;19;9661;9661;0
16650;25;9890;9890;0
16750;21;9695;9695;0
16850;19;9756;9756;0
16950;21;9706;9706;0
17050;23;9742;9742;0
17150;24;9575;9575;0
17250;20;9592;9592;0
17350;23;9587;9587;0
17450;18;9374;9374;0
