BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;200053;345240;345240;0
150;189738;386472;386472;0
250;122242;439167;439167;0
350;56385;463091;463091;0
450;21701;485860;485860;0
550;7908;595608;595608;0
650;3076;854768;854768;0
750;1300;1266843;1266843;0
850;732;1696271;1696271;0
950;517;1935371;1935371;0
1050;374;1799866;1799866;0
1150;281;1282414;1282414;0
1250;267;698985;698985;0
1350;226;335187;335187;0
1450;227;177736;177736;0
1550;205;119851;119851;0
1650;187;100191;100191;0
1750;187;92134;92134;0
1850;154;88582;88582;0
1950;195;86238;86238;0
2050;184;84758;84758;0
2150;155;83676;83676;0
2250;181;83077;83077;0
2350;158;82189;82189;0
2450;174;81646;81646;0
2550;174;81003;81003;0
2650;150;81069;81069;0
2750;151;80189;80189;0
2850;136;79978;79978;0
2950;159;80191;80191;0
3050;170;80524;80524;0
3150;133;79957;79957;0
3250;150;80866;80866;0
3350;134;81097;81097;0
3450;153;80520;80520;0
3550;125;80142;80142;0
3650;162;80568;80568;0
3750;146;80007;80007;0
3850;135;79939;79939;0
3950;150;79588;79588;0
4050;161;80134;80134;0
4150;160;79687;79687;0
4250;169;79888;79888;0
4350;159;79867;79867;0
4450;131;79374;79374;0
4550;150;79114;79114;0
4650;136;79202;79202;0
4750;165;79317;79317;0
4850;164;79795;79795;0
4950;144;80521;80521;0
5050;143;80227;80227;0
5150;135;79785;79785;0
5250;122;80598;80598;0
5350;152;79276;79276;0
5450;148;79859;79859;0
5550;144;79574;79574;0
5650;161;79874;79874;0
5750;142;79386;79386;0
5850;148;79900;79900;0
5950;145;79221;79221;0
6050;136;79634;79634;0
6150;139;79439;79439;0
6250;155;78700;78700;0
6350;144;79000;79000;0
6450;144;79241;79241;0
6550;129;79106;79106;0
6650;131;78469;78469;0
6750;150;78261;78261;0
6850;130;78128;78128;0
6950;138;78535;78535;0
7050;139;78110;78110;0
7150;138;78195;78195;0
7250;152;78413;78413;0
7350;140;78403;78403;0
7450;146;78709;78709;0
7550;129;78475;78475;0
7650;140;77390;77390;0
7750;144;76104;76104;0
7850;147;73362;73362;0
7950;134;74410;74410;0
8050;141;85870;85870;0
8150;143;137090;137090;0
8250;159;275650;275650;0
8350;147;521626;521626;0
8450;181;799910;799910;0
8550;148;975259;975259;0
8650;132;957123;957123;0
8750;133;790225;790225;0
8850;149;588366;588366;0
8950;166;438136;438136;0
9050;151;352065;352065;0
9150;164;310303;310303;0
9250;155;285491;285491;0
9350;170;267822;267822;0
9450;197;252260;252260;0
9550;254;245605;245605;0
9650;410;243841;243841;0
9750;773;239102;239102;0
9850;1594;220056;220056;0
9950;2849;196004;196004;0
10050;3856;176291;176291;0
10150;3584;162195;162195;0
10250;2478;137164;137164;0
10350;1286;112744;112744;0
10450;615;109764;109764;0
10550;306;157298;157298;0
10650;220;281130;281130;0
10750;164;498881;498881;0
10850;159;759770;759770;0
10950;155;945806;945806;0
11050;156;900755;900755;0
11150;137;614994;614994;0
11250;168;303978;303978;0
11350;169;125420;125420;0
11450;155;50398;50398;0
11550;157;22502;22502;0
11650;137;13400;13400;0
11750;143;10700;10700;0
11850;138;8869;8869;0
11950;147;7773;7773;0
12050;149;6915;6915;0
12150;139;5674;5674;0
12250;138;4334;4334;0
12350;142;2814;2814;0
12450;156;1489;1489;0
12550;174;647;647;0
12650;164;212;212;0
12750;157;68;68;0
12850;146;11;11;0
12950;179;1;1;0
13050;144;0;0;0
13150;157;0;0;0
13250;148;0;0;0
13350;129;0;0;0
13450;151;1;1;0
13550;153;0;0;0
13650;161;0;0;0
13750;145;0;0;0
13850;143;0;0;0
13950;127;0;0;0
14050;141;0;0;0
14150;143;0;0;0
14250;152;0;0;0
14350;136;0;0;0
14450;130;0;0;0
14550;146;0;0;0
14650;143;0;0;0
14750;161;0;0;0
14850;168;0;0;0
14950;144;0;0;0
15050;177;0;0;0
15150;136;0;0;0
15250;140;0;0;0
15350;164;0;0;0
15450;138;0;0;0
15550;144;0;0;0
15650;157;0;0;0
15750;154;0;0;0
15850;148;0;0;0
15950;147;0;0;0
16050;151;1;1;0
16150;159;0;0;0
16250;123;0;0;0
16350;124;0;0;0
16450;167;0;0;0
16550;156;0;0;0
16650;158;1;1;0
16750;155;0;0;0
16850;142;0;0;0
16950;152;0;0;0
17050;154;0;0;0
17150;155;1;1;0
17250;139;0;0;0
17350;149;0;0;0
17450;153;0;0;0
17550;150;0;0;0
17650;147;0;0;0
17750;128;0;0;0
17850;159;0;0;0
17950;121;0;0;0
18050;158;0;0;0
18150;145;0;0;0
18250;109;0;0;0
18350;158;0;0;0
18450;150;0;0;0
18550;138;0;0;0
18650;148;1;1;0
18750;140;0;0;0
18850;157;0;0;0
18950;152;0;0;0
19050;170;0;0;0
19150;161;0;0;0
19250;151;0;0;0
19350;174;0;0;0
19450;202;0;0;0
19550;301;0;0;0
19650;413;1;1;0
19750;811;0;0;0
19850;1659;0;0;0
19950;2890;0;0;0
20050;3679;0;0;0
20150;3610;0;0;0
20250;2405;0;0;0
20350;1243;0;0;0
20450;588;0;0;0
20550;321;0;0;0
20650;217;0;0;0
20750;169;0;0;0
20850;172;0;0;0
20950;149;0;0;0
21050;146;0;0;0
21150;168;0;0;0
21250;152;0;0;0
21350;132;0;0;0
21450;156;0;0;0
21550;138;0;0;0
21650;127;0;0;0
21750;186;0;0;0
21850;150;0;0;0
21950;151;0;0;0
22050;159;0;0;0
22150;139;0;0;0
22250;125;0;0;0
22350;146;0;0;0
22450;139;0;0;0
22550;132;0;0;0
22650;135;0;0;0
22750;138;0;0;0
22850;114;0;0;0
22950;115;0;0;0
23050;159;0;0;0
23150;150;0;0;0
23250;141;0;0;0
23350;139;0;0;0
23450;139;0;0;0
23550;148;0;0;0
23650;148;0;0;0
23750;147;0;0;0
23850;145;0;0;0
23950;147;0;0;0
24050;139;0;0;0
24150;136;0;0;0
24250;124;0;0;0
24350;142;0;0;0
24450;138;0;0;0
24550;160;0;0;0
24650;140;0;0;0
24750;140;0;0;0
24850;131;0;0;0
24950;153;0;0;0
25050;128;0;0;0
25150;147;0;0;0
25250;158;0;0;0
25350;141;0;0;0
25450;154;0;0;0
25550;157;0;0;0
25650;152;0;0;0
25750;133;0;0;0
25850;129;0;0;0
25950;135;0;0;0
26050;128;0;0;0
26150;118;0;0;0
26250;144;0;0;0
26350;149;0;0;0
26450;159;0;0;0
26550;158;0;0;0
26650;144;0;0;0
26750;150;0;0;0
26850;170;0;0;0
26950;143;0;0;0
27050;140;0;0;0
27150;132;0;0;0
27250;174;0;0;0
27350;160;0;0;0
27450;178;0;0;0
27550;144;0;0;0
27650;137;0;0;0
27750;154;0;0;0
27850;153;0;0;0
27950;152;0;0;0
28050;152;0;0;0
28150;136;0;0;0
28250;130;0;0;0
28350;137;0;0;0
28450;130;0;0;0
28550;160;0;0;0
28650;147;0;0;0
28750;145;0;0;0
28850;154;0;0;0
28950;141;0;0;0
29050;180;0;0;0
29150;150;0;0;0
29250;164;0;0;0
29350;188;0;0;0
29450;186;0;0;0
29550;238;0;0;0
29650;389;0;0;0
29750;777;0;0;0
29850;1593;0;0;0
29950;2835;0;0;0
30050;3705;0;0;0
30150;3569;0;0;0
30250;2441;0;0;0
30350;1234;0;0;0
30450;580;0;0;0
30550;305;0;0;0
30650;217;0;0;0
30750;175;0;0;0
30850;186;0;0;0
30950;165;0;0;0
31050;165;0;0;0
31150;137;0;0;0
31250;157;0;0;0
31350;158;0;0;0
31450;146;0;0;0
31550;142;0;0;0
31650;146;0;0;0
31750;136;0;0;0
31850;123;0;0;0
31950;136;0;0;0
32050;140;0;0;0
32150;133;0;0;0
32250;154;0;0;0
32350;163;0;0;0
32450;146;0;0;0
32550;143;0;0;0
32650;146;0;0;0
32750;151;0;0;0
32850;152;0;0;0
32950;144;0;0;0
33050;132;0;0;0
33150;158;0;0;0
33250;144;0;0;0
33350;141;0;0;0
33450;138;0;0;0
33550;150;0;0;0
33650;156;0;0;0
33750;146;0;0;0
33850;150;0;0;0
33950;169;0;0;0
34050;165;0;0;0
34150;152;0;0;0
34250;159;0;0;0
34350;143;0;0;0
34450;138;0;0;0
34550;136;0;0;0
34650;142;0;0;0
34750;159;0;0;0
34850;154;0;0;0
34950;125;0;0;0
35050;142;0;0;0
35150;146;0;0;0
35250;118;0;0;0
35350;164;0;0;0
35450;142;0;0;0
35550;147;0;0;0
35650;147;0;0;0
35750;118;0;0;0
35850;140;0;0;0
35950;152;0;0;0
36050;162;0;0;0
36150;139;0;0;0
36250;156;0;0;0
