BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;2572;2753;0;0
150;2550;2668;0;0
250;2533;2705;0;0
350;2369;2748;0;0
450;2552;2743;0;0
550;2564;2637;0;0
650;2536;2748;0;0
750;2646;2668;0;0
850;2581;2792;0;0
950;2596;2711;0;0
1050;2546;2820;0;0
1150;2829;2707;0;0
1250;3032;2762;0;0
1350;3308;2742;0;0
1450;3672;2796;0;0
1550;4046;2765;0;0
1650;4701;2877;0;0
1750;5691;3157;0;0
1850;7874;3512;0;0
1950;11068;3903;0;0
2050;15060;4320;0;0
2150;16150;4806;0;0
2250;13766;5836;0;0
2350;10502;7888;0;0
2450;11084;11143;0;0
2550;20919;15474;0;0
2650;46162;17820;0;0
2750;76461;15855;0;0
2850;86612;11988;0;0
2950;86950;11116;0;0
3050;89796;19059;0;0
3150;74839;44728;0;0
3250;41583;80159;0;0
3350;17506;94655;0;0
3450;7893;95092;0;0
3550;4705;99911;0;0
3650;3596;89891;0;0
3750;3397;50501;0;0
3850;4953;20757;0;0
3950;10008;8712;0;0
4050;26855;5305;0;0
4150;73872;3977;0;0
4250;146734;3658;0;0
4350;166519;4851;0;0
4450;96866;9437;0;0
4550;34445;25438;0;0
4650;11585;69198;0;0
4750;5037;149411;0;0
4850;3246;192546;0;0
4950;3002;121720;0;0
5050;2733;43334;0;0
5150;2631;12875;0;0
5250;2523;5369;0;0
5350;2413;3611;0;0
5450;2456;3046;0;0
5550;2462;3002;0;0
5650;2516;2787;0;0
5750;2572;2749;0;0
5850;2473;2691;0;0
5950;2495;2652;0;0
6050;2463;2678;0;0
6150;2335;2791;0;0
6250;2301;2712;0;0
6350;2273;2749;0;0
6450;2149;2668;0;0
6550;2231;2664;0;0
6650;2275;2513;0;0
6750;2254;2375;0;0
6850;2321;2423;0;0
6950;2176;2338;0;0
7050;2145;2349;0;0
7150;2186;2322;0;0
7250;2133;2287;0;0
7350;2083;2347;0;0
7450;2012;2262;0;0
7550;2009;2378;0;0
7650;2037;2339;0;0
7750;1990;2245;0;0
7850;2135;2177;0;0
7950;2129;2174;0;0
8050;2068;2077;0;0
8150;2102;2152;0;0
8250;2075;2197;0;0
8350;1999;2193;0;0
8450;2134;2263;0;0
8550;2114;2177;0;0
8650;2060;2164;0;0
8750;2067;2218;0;0
8850;2075;2150;0;0
8950;2100;2095;0;0
9050;2122;2162;0;0
9150;2033;2100;0;0
9250;2143;2173;0;0
9350;2059;2206;0;0
9450;2044;2129;0;0
9550;2074;2257;0;0
9650;2076;2200;0;0
9750;2063;2232;0;0
9850;2107;2114;0;0
9950;2188;2192;0;0
10050;2185;2237;0;0
10150;2199;2154;0;0
10250;2224;2204;0;0
10350;2174;2256;0;0
10450;2267;2263;0;0
10550;2191;2279;0;0
10650;2257;2391;0;0
10750;2143;2288;0;0
10850;2101;2203;0;0
10950;1952;2032;0;0
11050;1950;1984;0;0
11150;1974;2022;0;0
11250;1983;2029;0;0
11350;2162;2037;0;0
11450;2003;1989;0;0
11550;2085;1940;0;0
11650;2107;2009;0;0
11750;2143;2049;0;0
11850;2014;2172;0;0
11950;2044;2174;0;0
12050;1981;2191;0;0
12150;1997;2259;0;0
12250;1990;2157;0;0
12350;1924;2052;0;0
12450;1937;2029;0;0
12550;1582;1692;0;0
12650;985;1082;0;0
12750;665;724;0;0
12850;500;518;0;0
12950;451;507;0;0
13050;451;514;0;0
13150;445;492;0;0
13250;420;438;0;0
13350;408;485;0;0
13450;418;437;0;0
13550;365;347;0;0
13650;168;169;0;0
13750;62;71;0;0
13850;42;49;0;0
13950;30;37;0;0
14050;30;27;0;0
14150;46;35;0;0
14250;29;32;0;0
14350;30;32;0;0
14450;30;21;0;0
14550;18;21;0;0
14650;11;15;0;0
14750;10;10;0;0
14850;2;4;0;0
14950;1;1;0;0
15050;3;2;0;0
15150;1;1;0;0
15250;4;1;0;0
15350;0;1;0;0
15450;1;2;0;0
15550;1;1;0;0
15650;1;0;0;0
15750;0;0;0;0
15850;0;0;0;0
15950;0;0;0;0
16050;0;0;0;0
16150;0;0;0;0
16250;0;0;0;0
16350;0;0;0;0
16450;0;0;0;0
16550;0;0;0;0
16650;0;0;0;0
16750;0;0;0;0
16850;0;0;0;0
16950;0;0;0;0
17050;0;0;0;0
17150;0;0;0;0
17250;0;0;0;0
17350;0;0;0;0
17450;0;0;0;0
17550;0;0;0;0
17650;0;0;0;0
17750;0;0;0;0
17850;0;0;0;0
17950;0;0;0;0
18050;0;0;0;0
18150;0;0;0;0
18250;0;0;0;0
18350;0;0;0;0
18450;0;0;0;0
18550;0;0;0;0
18650;0;0;0;0
18750;0;0;0;0
18850;0;0;0;0
18950;0;0;0;0
19050;0;0;0;0
19150;0;0;0;0
19250;0;0;0;0
19350;0;0;0;0
19450;0;0;0;0
19550;0;0;0;0
19650;0;0;0;0
19750;0;0;0;0
19850;0;0;0;0
19950;0;0;0;0
