BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;862315;71988;67705;0
150;480016;72020;67278;0
250;110210;72121;68147;0
350;21418;72104;68118;0
450;6136;71971;67868;0
550;2605;71679;67340;0
650;1525;72058;67104;0
750;909;71470;67429;0
850;551;70786;66265;0
950;484;70229;66308;0
1050;383;71070;66899;0
1150;344;71127;67074;0
1250;307;71536;67358;0
1350;332;71926;67902;0
1450;297;71680;67344;0
1550;298;71474;67040;0
1650;305;71697;67801;0
1750;282;71775;67753;0
1850;277;72084;67308;0
1950;277;71814;66871;0
2050;313;71264;67421;0
2150;294;71311;67761;0
2250;285;71356;67401;0
2350;281;71055;66910;0
2450;305;71494;67231;0
2550;299;71317;67403;0
2650;293;70914;67578;0
2750;296;70559;67542;0
2850;282;70498;66267;0
2950;273;69922;66499;0
3050;276;69698;65994;0
3150;287;69847;65545;0
3250;279;69658;65803;0
3350;273;70025;65152;0
3450;281;70485;66416;0
3550;290;70259;65644;0
3650;310;70503;66192;0
3750;283;74865;70950;0
3850;298;95089;91011;0
3950;273;125090;120218;0
4050;280;127891;128564;0
4150;264;106927;106240;0
4250;314;87484;82142;0
4350;274;83439;77835;0
4450;311;102084;96817;0
4550;281;184395;178585;0
4650;285;467169;460958;0
4750;334;1123554;1095999;0
4850;303;1978174;1934140;0
4950;300;2558139;2542470;0
5050;326;2346041;2376507;0
5150;288;1312486;1296256;0
5250;259;463645;412072;0
5350;323;182544;153914;0
5450;296;157248;141825;0
5550;279;256252;241575;0
5650;256;479369;457640;0
5750;313;745978;714405;0
5850;291;999496;958101;0
5950;278;1358638;1306700;0
6050;295;1950905;1884627;0
6150;277;2845644;2784239;0
6250;307;4134040;4127108;0
6350;274;6047179;6052064;0
6450;283;8604282;8622453;0
6550;293;8892539;8740312;0
6650;291;5076258;4649514;0
6750;295;1765779;1561170;0
6850;310;534483;471397;0
6950;267;209875;183420;0
7050;266;141905;130403;0
7150;309;168847;165947;0
7250;265;292140;294893;0
7350;298;509882;519805;0
7450;289;692655;706462;0
7550;265;734797;724821;0
7650;284;717361;690001;0
7750;266;689050;686784;0
7850;298;609274;637326;0
7950;255;485602;508917;0
8050;285;337384;339606;0
8150;264;196321;183911;0
8250;306;113896;103804;0
8350;286;85201;79157;0
8450;305;76993;71063;0
8550;293;72700;67705;0
8650;271;69117;64937;0
8750;290;67723;64015;0
8850;273;66788;63376;0
8950;321;67537;63039;0
9050;279;66983;62607;0
9150;329;67022;62697;0
9250;310;67438;62690;0
9350;336;68052;62828;0
9450;339;67731;62830;0
9550;297;67096;63298;0
9650;309;67671;62564;0
9750;335;67943;62183;0
9850;315;67446;61873;0
9950;301;66711;62021;0
10050;317;67132;61752;0
10150;304;67377;62276;0
10250;341;66546;61921;0
10350;322;66036;62073;0
10450;309;66388;62338;0
10550;326;66508;61788;0
10650;343;66980;61918;0
10750;321;65901;61425;0
10850;325;65200;61764;0
10950;290;66713;62034;0
11050;306;67092;62064;0
11150;315;66080;62362;0
11250;292;65289;62470;0
