BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;222340;32579;32579;0
150;220849;32775;32775;0
250;146619;33436;33436;0
350;70147;34262;34262;0
450;27298;34807;34807;0
550;10183;35320;35320;0
650;3781;36147;36147;0
750;1644;36637;36637;0
850;859;37114;37114;0
950;534;36776;36776;0
1050;370;37093;37093;0
1150;321;38034;38034;0
1250;272;38165;38165;0
1350;244;38424;38424;0
1450;200;38350;38350;0
1550;171;39319;39319;0
1650;184;39409;39409;0
1750;171;39496;39496;0
1850;132;39333;39333;0
1950;124;38979;38979;0
2050;128;38629;38629;0
2150;146;38591;38591;0
2250;161;37551;37551;0
2350;154;36653;36653;0
2450;169;36300;36300;0
2550;145;35500;35500;0
2650;124;35500;35500;0
2750;133;34862;34862;0
2850;131;34671;34671;0
2950;128;34624;34624;0
3050;148;35125;35125;0
3150;136;34787;34787;0
3250;134;34642;34642;0
3350;147;35018;35018;0
3450;129;35062;35062;0
3550;138;35314;35314;0
3650;124;35430;35430;0
3750;117;35066;35066;0
3850;120;34592;34592;0
3950;133;34962;34962;0
4050;141;34843;34843;0
4150;147;34768;34768;0
4250;145;34608;34608;0
4350;140;35234;35234;0
4450;162;35554;35554;0
4550;144;35575;35575;0
4650;131;34737;34737;0
4750;144;35152;35152;0
4850;138;34726;34726;0
4950;136;34596;34596;0
5050;139;34530;34530;0
5150;153;34932;34932;0
5250;127;36018;36018;0
5350;127;34809;34809;0
5450;124;34361;34361;0
5550;131;34864;34864;0
5650;134;35324;35324;0
5750;129;34333;34333;0
5850;148;33910;33910;0
5950;125;34327;34327;0
6050;148;34525;34525;0
6150;141;33618;33618;0
6250;130;33652;33652;0
6350;140;34960;34960;0
6450;129;35976;35976;0
6550;119;36554;36554;0
6650;138;36095;36095;0
6750;137;35087;35087;0
6850;138;33736;33736;0
6950;122;33716;33716;0
7050;110;34483;34483;0
7150;132;35451;35451;0
7250;129;34511;34511;0
7350;125;34235;34235;0
7450;145;34778;34778;0
7550;127;35735;35735;0
7650;125;35520;35520;0
7750;138;35166;35166;0
7850;114;35552;35552;0
7950;136;36181;36181;0
8050;122;35684;35684;0
8150;149;34294;34294;0
8250;132;33424;33424;0
8350;114;34652;34652;0
8450;140;36041;36041;0
8550;145;35651;35651;0
8650;132;34737;34737;0
8750;130;34601;34601;0
8850;144;34602;34602;0
8950;136;34530;34530;0
9050;128;33397;33397;0
9150;131;31974;31974;0
9250;137;32269;32269;0
9350;128;32773;32773;0
9450;164;31698;31698;0
9550;137;31645;31645;0
9650;164;33154;33154;0
9750;146;37491;37491;0
9850;155;43392;43392;0
9950;162;52468;52468;0
10050;148;71625;71625;0
10150;143;111132;111132;0
10250;131;191727;191727;0
10350;173;339967;339967;0
10450;151;613574;613574;0
10550;123;1051022;1051022;0
10650;139;1540968;1540968;0
10750;158;1984380;1984380;0
10850;139;2342721;2342721;0
10950;140;2579137;2579137;0
11050;135;2664585;2664585;0
11150;139;2619976;2619976;0
11250;143;2402041;2402041;0
11350;143;1990861;1990861;0
11450;140;1391900;1391900;0
11550;133;815156;815156;0
11650;141;413317;413317;0
11750;130;193585;193585;0
11850;128;97635;97635;0
11950;121;61813;61813;0
12050;132;49532;49532;0
12150;122;44746;44746;0
12250;157;42037;42037;0
12350;128;39662;39662;0
12450;116;37151;37151;0
12550;115;35941;35941;0
12650;139;34430;34430;0
12750;121;33447;33447;0
12850;133;33366;33366;0
12950;148;32852;32852;0
13050;128;32809;32809;0
13150;138;32797;32797;0
13250;134;32970;32970;0
13350;125;32753;32753;0
13450;123;33108;33108;0
13550;133;32290;32290;0
13650;147;32015;32015;0
13750;115;32219;32219;0
13850;125;32939;32939;0
13950;114;32549;32549;0
14050;125;32927;32927;0
14150;136;32047;32047;0
14250;128;32129;32129;0
14350;149;32385;32385;0
14450;120;31951;31951;0
14550;110;32156;32156;0
14650;131;32402;32402;0
