BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;493120;157217;157217;0
150;290913;158407;158407;0
250;97576;158930;158930;0
350;26350;159025;159025;0
450;8073;157692;157692;0
550;3375;157141;157141;0
650;2027;157577;157577;0
750;1410;158064;158064;0
850;1025;158238;158238;0
950;943;158377;158377;0
1050;767;157990;157990;0
1150;736;159963;159963;0
1250;697;157816;157816;0
1350;586;156651;156651;0
1450;600;156867;156867;0
1550;564;157657;157657;0
1650;549;157199;157199;0
1750;547;157191;157191;0
1850;496;157381;157381;0
1950;550;157708;157708;0
2050;478;157792;157792;0
2150;501;156674;156674;0
2250;540;154987;154987;0
2350;483;155635;155635;0
2450;505;155860;155860;0
2550;494;156261;156261;0
2650;488;155384;155384;0
2750;514;157108;157108;0
2850;500;154785;154785;0
2950;454;154067;154067;0
3050;475;153269;153269;0
3150;496;153238;153238;0
3250;484;152268;152268;0
3350;467;153043;153043;0
3450;472;152916;152916;0
3550;548;155228;155228;0
3650;462;154934;154934;0
3750;461;155217;155217;0
3850;463;155376;155376;0
3950;451;154369;154369;0
4050;467;154422;154422;0
4150;530;154312;154312;0
4250;470;153779;153779;0
4350;451;156410;156410;0
4450;509;179249;179249;0
4550;450;288643;288643;0
4650;467;590147;590147;0
4750;529;1164545;1164545;0
4850;488;1865942;1865942;0
4950;471;2353122;2353122;0
5050;490;2346203;2346203;0
5150;454;1936215;1936215;0
5250;459;1411346;1411346;0
5350;477;1017807;1017807;0
5450;434;803088;803088;0
5550;427;738501;738501;0
5650;457;766002;766002;0
5750;512;871117;871117;0
5850;446;1003127;1003127;0
5950;465;1059801;1059801;0
6050;468;956516;956516;0
6150;457;767532;767532;0
6250;515;602102;602102;0
6350;491;527162;527162;0
6450;474;548886;548886;0
6550;458;619561;619561;0
6650;483;658038;658038;0
6750;464;633361;633361;0
6850;424;661150;661150;0
6950;456;881182;881182;0
7050;455;1352465;1352465;0
7150;508;2000181;2000181;0
7250;459;2498224;2498224;0
7350;465;2613446;2613446;0
7450;496;2175833;2175833;0
7550;456;1284718;1284718;0
7650;456;563163;563163;0
7750;493;272505;272505;0
7850;467;189994;189994;0
7950;447;166196;166196;0
8050;498;157933;157933;0
8150;469;153882;153882;0
8250;452;150154;150154;0
8350;450;147049;147049;0
8450;459;142151;142151;0
8550;457;138402;138402;0
8650;427;132521;132521;0
8750;471;127592;127592;0
8850;484;125284;125284;0
8950;451;123731;123731;0
9050;483;121102;121102;0
9150;537;119854;119854;0
9250;528;116957;116957;0
9350;531;114616;114616;0
9450;558;111187;111187;0
9550;612;106138;106138;0
9650;920;100194;100194;0
9750;1850;94102;94102;0
9850;4705;86327;86327;0
9950;9361;80015;80015;0
10050;11141;73741;73741;0
10150;7364;66716;66716;0
10250;2980;61550;61550;0
10350;1206;57116;57116;0
10450;709;52130;52130;0
10550;520;47836;47836;0
10650;535;42971;42971;0
10750;497;39209;39209;0
10850;513;36599;36599;0
10950;510;34655;34655;0
11050;473;33770;33770;0
11150;530;32309;32309;0
11250;480;30411;30411;0
11350;482;28326;28326;0
11450;510;25879;25879;0
11550;492;22365;22365;0
11650;448;18796;18796;0
11750;458;16972;16972;0
11850;461;15152;15152;0
11950;458;13903;13903;0
12050;468;12233;12233;0
12150;486;10277;10277;0
12250;487;7274;7274;0
12350;434;4623;4623;0
12450;466;2359;2359;0
12550;469;819;819;0
12650;480;209;209;0
12750;487;50;50;0
12850;486;9;9;0
12950;480;2;2;0
13050;475;1;1;0
13150;483;0;0;0
13250;452;0;0;0
13350;440;0;0;0
13450;444;0;0;0
13550;491;0;0;0
13650;481;0;0;0
13750;450;0;0;0
13850;469;0;0;0
13950;491;0;0;0
14050;490;0;0;0
14150;475;0;0;0
14250;489;0;0;0
14350;506;0;0;0
14450;478;0;0;0
14550;478;1;1;0
14650;457;0;0;0
14750;490;0;0;0
14850;472;0;0;0
14950;440;0;0;0
15050;486;0;0;0
15150;443;0;0;0
15250;467;1;1;0
15350;439;0;0;0
15450;472;1;1;0
15550;456;0;0;0
15650;458;1;1;0
15750;485;0;0;0
15850;484;0;0;0
15950;458;0;0;0
16050;480;0;0;0
16150;460;2;2;0
16250;440;0;0;0
16350;483;1;1;0
16450;466;0;0;0
16550;452;1;1;0
16650;483;0;0;0
16750;458;0;0;0
16850;501;0;0;0
16950;465;0;0;0
17050;529;2;2;0
17150;499;2;2;0
17250;450;1;1;0
17350;494;4;4;0
17450;474;1;1;0
17550;468;0;0;0
17650;493;1;1;0
17750;476;0;0;0
17850;447;1;1;0
17950;476;0;0;0
18050;433;0;0;0
18150;473;0;0;0
18250;435;0;0;0
18350;435;0;0;0
18450;479;0;0;0
18550;482;0;0;0
18650;509;0;0;0
18750;505;0;0;0
18850;475;0;0;0
18950;463;0;0;0
19050;505;0;0;0
19150;526;0;0;0
19250;494;0;0;0
19350;565;0;0;0
19450;539;0;0;0
19550;592;0;0;0
19650;903;0;0;0
19750;1840;0;0;0
19850;4647;0;0;0
19950;9515;0;0;0
20050;11155;0;0;0
20150;7200;0;0;0
20250;3075;0;0;0
20350;1146;0;0;0
20450;700;0;0;0
20550;578;0;0;0
20650;549;0;0;0
20750;535;0;0;0
20850;464;0;0;0
20950;526;0;0;0
21050;492;0;0;0
21150;466;0;0;0
21250;465;0;0;0
21350;460;0;0;0
21450;480;0;0;0
21550;457;0;0;0
21650;473;0;0;0
21750;492;0;0;0
21850;486;0;0;0
21950;498;0;0;0
22050;456;0;0;0
22150;468;0;0;0
22250;448;0;0;0
22350;460;0;0;0
22450;490;0;0;0
22550;463;0;0;0
22650;432;0;0;0
22750;506;0;0;0
22850;513;0;0;0
22950;484;0;0;0
23050;505;0;0;0
23150;499;0;0;0
23250;456;0;0;0
23350;450;0;0;0
23450;480;0;0;0
23550;524;0;0;0
23650;525;0;0;0
23750;447;0;0;0
23850;471;0;0;0
23950;438;0;0;0
24050;477;0;0;0
24150;469;0;0;0
24250;460;0;0;0
24350;420;0;0;0
24450;438;0;0;0
24550;507;0;0;0
24650;469;0;0;0
24750;450;0;0;0
24850;493;0;0;0
24950;482;0;0;0
25050;462;0;0;0
25150;501;0;0;0
25250;489;0;0;0
25350;471;0;0;0
25450;493;0;0;0
25550;440;0;0;0
25650;449;0;0;0
25750;462;0;0;0
25850;456;0;0;0
25950;440;0;0;0
26050;478;0;0;0
26150;499;0;0;0
26250;457;0;0;0
26350;475;0;0;0
26450;480;0;0;0
26550;463;0;0;0
26650;480;0;0;0
