BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;773524;69756;65228;0
150;437973;70398;65230;0
250;97164;70269;64919;0
350;16605;70652;65081;0
450;4088;70397;64801;0
550;1469;70259;64747;0
650;799;69680;64528;0
750;519;69300;63970;0
850;380;68782;64339;0
950;264;68436;64007;0
1050;252;68633;64344;0
1150;200;69431;64581;0
1250;239;69847;64565;0
1350;199;70345;64991;0
1450;178;69612;65025;0
1550;161;69941;65459;0
1650;188;70172;64762;0
1750;171;70270;64921;0
1850;187;70162;64608;0
1950;179;69831;65293;0
2050;165;70230;64296;0
2150;190;70027;64737;0
2250;193;69608;65104;0
2350;210;69480;64827;0
2450;195;69206;64883;0
2550;219;69526;65210;0
2650;172;69448;64618;0
2750;199;68554;65207;0
2850;222;68113;63923;0
2950;206;68337;63913;0
3050;188;67236;63230;0
3150;216;67919;63071;0
3250;186;67366;63252;0
3350;203;67988;63113;0
3450;224;68251;63022;0
3550;205;68384;63533;0
3650;193;68368;63638;0
3750;220;74670;68839;0
3850;178;98195;94012;0
3950;172;132519;127272;0
4050;195;135956;131279;0
4150;181;111561;108751;0
4250;184;87275;82973;0
4350;187;82226;76413;0
4450;190;99850;92458;0
4550;188;178828;168908;0
4650;204;424756;418699;0
4750;192;943473;935185;0
4850;203;1551887;1492735;0
4950;202;1948270;1851402;0
5050;200;1805587;1783719;0
5150;166;1046586;1071557;0
5250;190;373768;360878;0
5350;180;147383;130048;0
5450;182;122262;111413;0
5550;196;184059;173092;0
5650;174;317337;299413;0
5750;224;468944;434988;0
5850;189;618775;568128;0
5950;192;851949;790907;0
6050;197;1230004;1158154;0
6150;193;1803908;1724874;0
6250;184;2654244;2582281;0
6350;171;4052409;3985703;0
6450;184;5932801;5925735;0
6550;182;5991774;5904981;0
6650;181;3273026;3042185;0
6750;201;1089726;957092;0
6850;193;321159;279002;0
6950;184;134671;120400;0
7050;157;99978;92811;0
7150;174;117486;113004;0
7250;213;182140;179234;0
7350;197;293410;292331;0
7450;174;381487;381994;0
7550;185;400065;395548;0
7650;193;382359;365385;0
7750;220;360898;346982;0
7850;189;319525;323299;0
7950;231;261677;272078;0
8050;186;191751;193960;0
8150;204;125196;119965;0
8250;195;86530;80151;0
8350;199;72511;67350;0
8450;157;68941;64209;0
8550;184;68089;62522;0
8650;191;66471;61459;0
8750;204;66666;60771;0
8850;187;65204;60878;0
8950;218;65369;60761;0
9050;196;65325;60325;0
9150;210;65513;59435;0
9250;181;65160;59797;0
9350;192;65903;60771;0
9450;191;65757;60248;0
9550;214;66213;60748;0
9650;193;66031;61500;0
9750;226;66352;60564;0
9850;181;66095;59720;0
9950;209;65084;59993;0
10050;244;65075;60061;0
10150;199;66413;60093;0
10250;208;64600;59733;0
10350;181;64306;59792;0
10450;222;63837;59849;0
10550;220;64934;59956;0
10650;199;65456;59233;0
10750;198;63979;59740;0
10850;228;63059;59847;0
10950;199;64740;59636;0
11050;209;66347;59937;0
11150;197;65397;59900;0
11250;213;63735;59749;0
11350;193;64874;59592;0
11450;195;65390;59813;0
11550;180;65077;60303;0
11650;192;63650;60298;0
11750;170;64538;60239;0
11850;204;63633;59050;0
11950;186;64640;59380;0
12050;172;63160;59433;0
12150;188;63444;59359;0
12250;194;63495;59637;0
12350;202;63957;58900;0
12450;180;63814;59888;0
12550;186;63451;59481;0
12650;190;63748;59208;0
12750;190;64716;59613;0
