BinCenter (ps);Histo01;Histo02;Histo03;Histo04
22650;117;0;0;0
22750;119;0;0;0
22850;122;0;0;0
22950;119;0;0;0
23050;123;0;0;0
23150;100;0;0;0
23250;127;0;0;0
23350;99;0;0;0
23450;125;0;0;0
23550;105;0;0;0
23650;122;0;0;0
23750;118;0;0;0
23850;126;0;0;0
23950;121;0;0;0
24050;128;0;0;0
24150;105;0;0;0
24250;125;0;0;0
24350;106;0;0;0
24450;113;0;0;0
24550;124;0;0;0
24650;122;0;0;0
24750;131;0;0;0
24850;112;0;0;0
24950;137;0;0;0
25050;111;0;0;0
25150;120;0;0;0
25250;119;0;0;0
25350;106;0;0;0
25450;105;0;0;0
25550;115;0;0;0
25650;120;0;0;0
25750;108;0;0;0
25850;124;0;0;0
25950;100;0;0;0
26050;134;0;0;0
26150;120;0;0;0
26250;121;0;0;0
26350;129;0;0;0
26450;103;0;0;0
26550;112;0;0;0
26650;105;0;0;0
26750;116;0;0;0
26850;126;0;0;0
26950;126;0;0;0
27050;98;0;0;0
27150;125;0;0;0
27250;118;0;0;0
27350;127;0;0;0
27450;107;0;0;0
27550;127;0;0;0
27650;117;0;0;0
27750;112;0;0;0
27850;137;0;0;0
27950;128;0;0;0
28050;136;0;0;0
28150;116;0;0;0
28250;133;0;0;0
28350;120;0;0;0
28450;127;0;0;0
28550;110;0;0;0
28650;131;0;0;0
28750;130;0;0;0
28850;129;0;0;0
28950;125;0;0;0
29050;106;0;0;0
29150;115;0;0;0
29250;141;0;0;0
29350;145;0;0;0
29450;133;0;0;0
29550;126;0;0;0
29650;124;0;0;0
29750;104;0;0;0
29850;116;0;0;0
29950;121;0;0;0
30050;158;0;0;0
30150;103;0;0;0
30250;148;0;0;0
30350;141;0;0;0
30450;113;0;0;0
30550;137;0;0;0
30650;129;0;0;0
30750;137;0;0;0
30850;125;0;0;0
30950;122;0;0;0
31050;129;0;0;0
31150;120;0;0;0
31250;109;0;0;0
31350;121;0;0;0
31450;120;0;0;0
31550;124;0;0;0
31650;125;0;0;0
31750;102;0;0;0
31850;109;0;0;0
31950;123;0;0;0
32050;115;0;0;0
32150;130;0;0;0
32250;115;0;0;0
32350;127;0;0;0
32450;123;0;0;0
32550;115;0;0;0
32650;118;0;0;0
32750;106;0;0;0
32850;128;0;0;0
32950;101;0;0;0
33050;115;0;0;0
33150;108;0;0;0
33250;128;0;0;0
33350;98;0;0;0
33450;125;0;0;0
33550;116;0;0;0
33650;97;0;0;0
33750;107;0;0;0
33850;98;0;0;0
33950;136;0;0;0
34050;129;0;0;0
34150;113;0;0;0
34250;118;0;0;0
34350;125;0;0;0
34450;105;0;0;0
34550;141;0;0;0
34650;124;0;0;0
34750;103;0;0;0
34850;116;0;0;0
34950;125;0;0;0
35050;122;0;0;0
35150;109;0;0;0
35250;126;0;0;0
35350;136;0;0;0
35450;146;0;0;0
35550;121;0;0;0
35650;127;0;0;0
35750;111;0;0;0
35850;109;0;0;0
35950;124;0;0;0
36050;117;0;0;0
36150;132;0;0;0
36250;126;0;0;0
36350;114;0;0;0
36450;133;0;0;0
36550;130;0;0;0
36650;120;0;0;0
36750;110;0;0;0
36850;105;0;0;0
36950;112;0;0;0
37050;119;0;0;0
37150;122;0;0;0
37250;132;0;0;0
37350;114;0;0;0
37450;111;0;0;0
37550;106;0;0;0
37650;126;0;0;0
37750;119;0;0;0
37850;120;0;0;0
37950;99;0;0;0
38050;112;0;0;0
38150;119;0;0;0
38250;119;0;0;0
38350;97;0;0;0
38450;100;0;0;0
38550;125;0;0;0
38650;127;0;0;0
38750;114;0;0;0
38850;125;0;0;0
38950;133;0;0;0
39050;109;0;0;0
39150;132;0;0;0
39250;130;0;0;0
39350;155;0;0;0
39450;191;0;0;0
39550;256;0;0;0
39650;509;0;0;0
39750;1025;0;0;0
39850;2360;0;0;0
39950;4377;0;0;0
40050;6317;0;0;0
40150;6134;0;0;0
40250;4578;0;0;0
40350;2268;0;0;0
40450;977;0;0;0
40550;405;0;0;0
40650;240;0;0;0
40750;164;0;0;0
40850;121;0;0;0
40950;113;0;0;0
41050;113;0;0;0
41150;111;0;0;0
41250;108;0;0;0
41350;123;0;0;0
41450;110;0;0;0
41550;112;0;0;0
41650;112;0;0;0
41750;101;0;0;0
41850;95;0;0;0
41950;131;0;0;0
42050;112;0;0;0
42150;121;0;0;0
42250;113;0;0;0
42350;124;0;0;0
42450;107;0;0;0
42550;130;0;0;0
42650;118;0;0;0
42750;113;0;0;0
42850;122;0;0;0
42950;107;0;0;0
43050;131;0;0;0
43150;106;0;0;0
43250;122;0;0;0
43350;88;0;0;0
43450;103;0;0;0
43550;128;0;0;0
43650;111;0;0;0
43750;115;0;0;0
43850;111;0;0;0
43950;103;0;0;0
44050;137;0;0;0
44150;123;0;0;0
44250;112;0;0;0
44350;119;0;0;0
44450;120;0;0;0
44550;127;0;0;0
44650;127;0;0;0
44750;111;0;0;0
44850;125;0;0;0
44950;120;0;0;0
45050;119;0;0;0
45150;122;0;0;0
45250;121;0;0;0
45350;119;0;0;0
45450;118;0;0;0
45550;120;0;0;0
45650;111;0;0;0
45750;103;0;0;0
45850;119;0;0;0
45950;113;0;0;0
46050;106;0;0;0
46150;113;0;0;0
46250;110;0;0;0
46350;121;0;0;0
46450;131;0;0;0
46550;117;0;0;0
46650;114;0;0;0
46750;112;0;0;0
46850;112;0;0;0
46950;116;0;0;0
47050;117;0;0;0
47150;113;0;0;0
47250;118;0;0;0
47350;127;0;0;0
47450;121;0;0;0
47550;127;0;0;0
47650;119;0;0;0
47750;109;0;0;0
47850;117;0;0;0
47950;107;0;0;0
48050;121;0;0;0
48150;121;0;0;0
48250;113;0;0;0
48350;118;0;0;0
48450;107;0;0;0
48550;111;0;0;0
48650;114;0;0;0
48750;118;0;0;0
48850;108;0;0;0
48950;126;0;0;0
49050;102;0;0;0
49150;118;0;0;0
49250;127;0;0;0
49350;128;0;0;0
49450;124;0;0;0
49550;124;0;0;0
49650;118;0;0;0
49750;145;0;0;0
49850;123;0;0;0
49950;145;0;0;0
