BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;214815;31270;31270;0
150;214061;31776;31776;0
250;145278;32352;32352;0
350;68515;32491;32491;0
450;26672;33013;33013;0
550;9717;33940;33940;0
650;3650;35029;35029;0
750;1541;35298;35298;0
850;757;35537;35537;0
950;486;35850;35850;0
1050;356;36259;36259;0
1150;287;36715;36715;0
1250;233;36299;36299;0
1350;189;36922;36922;0
1450;184;37212;37212;0
1550;190;37579;37579;0
1650;167;37940;37940;0
1750;152;37957;37957;0
1850;137;38236;38236;0
1950;129;38425;38425;0
2050;153;38096;38096;0
2150;145;37300;37300;0
2250;125;36567;36567;0
2350;120;36015;36015;0
2450;124;35411;35411;0
2550;126;34926;34926;0
2650;130;33903;33903;0
2750;134;33728;33728;0
2850;136;33782;33782;0
2950;119;33773;33773;0
3050;89;33870;33870;0
3150;105;33766;33766;0
3250;129;33999;33999;0
3350;122;33928;33928;0
3450;104;34015;34015;0
3550;117;33714;33714;0
3650;138;33819;33819;0
3750;106;33727;33727;0
3850;126;33811;33811;0
3950;131;33679;33679;0
4050;122;33847;33847;0
4150;129;33667;33667;0
4250;119;34233;34233;0
4350;122;34308;34308;0
4450;109;34534;34534;0
4550;126;33868;33868;0
4650;120;33600;33600;0
4750;126;33797;33797;0
4850;118;33055;33055;0
4950;125;33473;33473;0
5050;99;34437;34437;0
5150;140;34825;34825;0
5250;118;33857;33857;0
5350;106;33654;33654;0
5450;111;34188;34188;0
5550;126;34385;34385;0
5650;110;32397;32397;0
5750;142;32544;32544;0
5850;144;33430;33430;0
5950;122;33610;33610;0
6050;97;32939;32939;0
6150;106;32493;32493;0
6250;124;33573;33573;0
6350;119;34989;34989;0
6450;116;35401;35401;0
6550;113;35316;35316;0
6650;105;33661;33661;0
6750;114;32664;32664;0
6850;118;32148;32148;0
6950;128;33872;33872;0
7050;107;33901;33901;0
7150;123;33231;33231;0
7250;119;33457;33457;0
7350;122;34763;34763;0
7450;118;34235;34235;0
7550;114;33603;33603;0
7650;122;33731;33731;0
7750;129;35067;35067;0
7850;110;35453;35453;0
7950;134;34119;34119;0
8050;123;32327;32327;0
8150;115;32339;32339;0
8250;122;33828;33828;0
8350;123;35404;35404;0
8450;123;34622;34622;0
8550;135;34099;34099;0
8650;108;33828;33828;0
8750;115;34468;34468;0
8850;126;33745;33745;0
8950;123;32252;32252;0
9050;133;31608;31608;0
9150;124;32236;32236;0
9250;142;31863;31863;0
9350;127;30697;30697;0
9450;153;30094;30094;0
9550;119;30908;30908;0
9650;139;32062;32062;0
9750;126;33067;33067;0
9850;132;35008;35008;0
9950;131;38711;38711;0
10050;144;46108;46108;0
10150;133;62523;62523;0
10250;121;94952;94952;0
10350;138;164908;164908;0
10450;146;331484;331484;0
10550;129;665160;665160;0
10650;118;1117202;1117202;0
10750;110;1588871;1588871;0
10850;111;2030220;2030220;0
10950;135;2409541;2409541;0
11050;113;2615550;2615550;0
11150;119;2616118;2616118;0
11250;120;2471840;2471840;0
11350;115;2220973;2220973;0
11450;112;1678655;1678655;0
11550;134;1044720;1044720;0
11650;118;566464;566464;0
11750;92;286343;286343;0
11850;120;142928;142928;0
11950;116;80623;80623;0
12050;120;57389;57389;0
12150;110;52063;52063;0
12250;133;50998;50998;0
12350;119;48072;48072;0
12450;112;41667;41667;0
12550;105;36875;36875;0
12650;99;33918;33918;0
12750;119;32711;32711;0
12850;119;32260;32260;0
12950;120;32229;32229;0
13050;127;31857;31857;0
13150;119;31866;31866;0
13250;96;31828;31828;0
13350;108;31821;31821;0
13450;114;31107;31107;0
13550;139;31271;31271;0
13650;115;31463;31463;0
13750;114;31690;31690;0
13850;112;31610;31610;0
13950;118;31484;31484;0
14050;136;31386;31386;0
14150;124;31207;31207;0
14250;132;31316;31316;0
14350;115;31013;31013;0
14450;114;31012;31012;0
14550;116;31055;31055;0
14650;122;31065;31065;0
14750;134;30959;30959;0
14850;109;30775;30775;0
14950;117;30811;30811;0
15050;112;30951;30951;0
15150;128;31244;31244;0
15250;127;31522;31522;0
15350;139;31204;31204;0
15450;112;30973;30973;0
15550;122;31348;31348;0
15650;114;30872;30872;0
15750;113;31337;31337;0
15850;111;31058;31058;0
15950;123;31420;31420;0
16050;118;31420;31420;0
16150;98;31032;31032;0
16250;106;31127;31127;0
16350;101;31203;31203;0
16450;120;30639;30639;0
16550;113;30852;30852;0
16650;132;30746;30746;0
16750;131;31189;31189;0
16850;129;30712;30712;0
16950;116;30799;30799;0
17050;123;30662;30662;0
17150;109;31341;31341;0
17250;98;30925;30925;0
17350;131;31416;31416;0
17450;101;30737;30737;0
17550;134;30790;30790;0
17650;119;30549;30549;0
17750;116;31104;31104;0
17850;126;30948;30948;0
17950;137;30785;30785;0
18050;123;30656;30656;0
18150;124;30910;30910;0
18250;124;30940;30940;0
18350;118;30773;30773;0
18450;100;30268;30268;0
18550;109;30411;30411;0
18650;115;30598;30598;0
18750;110;30980;30980;0
18850;113;30595;30595;0
18950;122;30237;30237;0
19050;128;30376;30376;0
19150;124;31216;31216;0
19250;148;30895;30895;0
19350;147;30541;30541;0
19450;168;28792;28792;0
19550;258;24152;24152;0
19650;489;19693;19693;0
19750;1085;18069;18069;0
19850;2312;17179;17179;0
19950;4278;17117;17117;0
20050;6269;16803;16803;0
20150;6171;16402;16402;0
20250;4395;14494;14494;0
20350;2237;9420;9420;0
20450;996;3018;3018;0
20550;437;643;643;0
20650;251;283;283;0
20750;194;230;230;0
20850;141;238;238;0
20950;143;214;214;0
21050;126;188;188;0
21150;123;146;146;0
21250;122;93;93;0
21350;109;20;20;0
21450;127;4;4;0
21550;124;2;2;0
21650;122;0;0;0
21750;111;0;0;0
21850;125;0;0;0
21950;122;1;1;0
22050;111;0;0;0
22150;141;0;0;0
22250;140;0;0;0
22350;120;0;0;0
22450;121;0;0;0
22550;118;0;0;0
