BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;214569;140513;140513;0
150;206217;140356;140356;0
250;133123;140557;140557;0
350;62173;140649;140649;0
450;24153;140307;140307;0
550;8844;138900;138900;0
650;3459;136701;136701;0
750;1598;134377;134377;0
850;899;133947;133947;0
950;624;133007;133007;0
1050;445;132402;132402;0
1150;377;131712;131712;0
1250;322;139539;139539;0
1350;283;203116;203116;0
1450;276;476235;476235;0
1550;254;1145920;1145920;0
1650;254;1993850;1993850;0
1750;238;2290219;2290219;0
1850;227;1783105;1783105;0
1950;197;1037899;1037899;0
2050;211;551971;551971;0
2150;204;393657;393657;0
2250;196;532371;532371;0
2350;182;1140858;1140858;0
2450;210;2399116;2399116;0
2550;205;3682535;3682535;0
2650;174;3818764;3818764;0
2750;187;2945397;2945397;0
2850;200;1991281;1991281;0
2950;184;1311698;1311698;0
3050;212;830456;830456;0
3150;196;486237;486237;0
3250;188;285379;285379;0
3350;180;195370;195370;0
3450;194;159229;159229;0
3550;184;145657;145657;0
3650;202;140094;140094;0
3750;185;138564;138564;0
3850;184;136995;136995;0
3950;198;137210;137210;0
4050;204;136785;136785;0
4150;173;135921;135921;0
4250;198;135332;135332;0
4350;180;134957;134957;0
4450;183;134481;134481;0
4550;209;134554;134554;0
4650;193;135941;135941;0
4750;194;137079;137079;0
4850;193;137617;137617;0
4950;200;138853;138853;0
5050;172;139323;139323;0
5150;165;139640;139640;0
5250;153;140747;140747;0
5350;192;139980;139980;0
5450;184;139190;139190;0
5550;170;137977;137977;0
5650;166;133913;133913;0
5750;211;128242;128242;0
5850;187;121595;121595;0
5950;223;117349;117349;0
6050;230;114388;114388;0
6150;226;111771;111771;0
6250;314;108557;108557;0
6350;482;105184;105184;0
6450;951;98461;98461;0
6550;1711;89102;89102;0
6650;2845;74512;74512;0
6750;3418;59864;59864;0
6850;2897;49407;49407;0
6950;1759;41853;41853;0
7050;843;36481;36481;0
7150;469;32156;32156;0
7250;283;29419;29419;0
7350;240;25982;25982;0
7450;213;21433;21433;0
7550;185;15049;15049;0
7650;180;9329;9329;0
7750;181;4975;4975;0
7850;188;2149;2149;0
7950;161;758;758;0
8050;222;154;154;0
8150;182;34;34;0
8250;188;9;9;0
8350;201;1;1;0
8450;190;0;0;0
8550;177;0;0;0
8650;223;0;0;0
8750;188;0;0;0
8850;204;0;0;0
8950;214;0;0;0
9050;217;0;0;0
9150;193;0;0;0
9250;218;0;0;0
9350;201;0;0;0
9450;213;1;1;0
9550;175;2;2;0
9650;179;1;1;0
9750;187;1;1;0
9850;175;0;0;0
9950;190;0;0;0
10050;212;0;0;0
10150;179;0;0;0
10250;165;0;0;0
10350;212;0;0;0
10450;173;0;0;0
