BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;315849;126019;126019;0
150;287865;126177;126177;0
250;179314;126932;126932;0
350;80725;126648;126648;0
450;30960;127002;127002;0
550;11050;129340;129340;0
650;4330;130596;130596;0
750;1853;130881;130881;0
850;1127;130154;130154;0
950;733;130436;130436;0
1050;602;132681;132681;0
1150;487;131757;131757;0
1250;453;130244;130244;0
1350;349;129856;129856;0
1450;340;130987;130987;0
1550;355;132160;132160;0
1650;364;135956;135956;0
1750;324;165465;165465;0
1850;339;280920;280920;0
1950;290;543010;543010;0
2050;290;886553;886553;0
2150;262;1008301;1008301;0
2250;300;785121;785121;0
2350;276;533684;533684;0
2450;283;571282;571282;0
2550;260;1175495;1175495;0
2650;279;2299519;2299519;0
2750;246;3294089;3294089;0
2850;250;3614523;3614523;0
2950;262;3350288;3350288;0
3050;260;2962246;2962246;0
3150;250;3032137;3032137;0
3250;275;3818933;3818933;0
3350;223;4713315;4713315;0
3450;234;4654422;4654422;0
3550;236;3522269;3522269;0
3650;258;2041389;2041389;0
3750;261;976313;976313;0
3850;266;452519;452519;0
3950;251;250251;250251;0
4050;247;178564;178564;0
4150;240;153671;153671;0
4250;264;142836;142836;0
4350;265;139027;139027;0
4450;237;136765;136765;0
4550;266;135116;135116;0
4650;260;133443;133443;0
4750;260;133651;133651;0
4850;280;132600;132600;0
4950;257;132488;132488;0
5050;254;132224;132224;0
5150;251;130272;130272;0
5250;238;128856;128856;0
5350;250;127077;127077;0
5450;258;124660;124660;0
5550;257;123034;123034;0
5650;282;121400;121400;0
5750;252;121612;121612;0
5850;221;120080;120080;0
5950;233;119390;119390;0
6050;246;117883;117883;0
6150;214;117448;117448;0
6250;257;115105;115105;0
6350;228;114365;114365;0
6450;206;113206;113206;0
6550;235;113596;113596;0
6650;272;114382;114382;0
6750;219;114489;114489;0
6850;254;114483;114483;0
6950;207;114634;114634;0
7050;258;115347;115347;0
7150;217;114398;114398;0
7250;294;112814;112814;0
7350;271;113440;113440;0
7450;259;115485;115485;0
7550;260;116033;116033;0
7650;264;114930;114930;0
7750;260;116121;116121;0
7850;270;117877;117877;0
7950;244;117995;117995;0
8050;250;117218;117218;0
8150;248;116386;116386;0
8250;242;115432;115432;0
8350;280;113781;113781;0
8450;254;112147;112147;0
8550;263;112387;112387;0
8650;251;113433;113433;0
8750;262;112362;112362;0
8850;241;111881;111881;0
8950;262;114766;114766;0
9050;281;117256;117256;0
9150;274;115699;115699;0
9250;228;111360;111360;0
9350;249;111572;111572;0
9450;295;112887;112887;0
9550;258;114012;114012;0
9650;280;112055;112055;0
9750;263;112361;112361;0
9850;264;115769;115769;0
9950;292;120131;120131;0
10050;281;121081;121081;0
10150;269;121096;121096;0
10250;255;122212;122212;0
10350;281;125549;125549;0
10450;247;124937;124937;0
10550;254;124008;124008;0
10650;293;122629;122629;0
10750;274;125063;125063;0
10850;280;123557;123557;0
10950;279;124946;124946;0
11050;275;127461;127461;0
11150;303;129179;129179;0
11250;287;129864;129864;0
11350;275;129398;129398;0
11450;264;126735;126735;0
11550;304;125916;125916;0
11650;260;124077;124077;0
11750;272;114095;114095;0
11850;298;102511;102511;0
11950;374;98502;98502;0
12050;509;98630;98630;0
12150;844;99581;99581;0
12250;1817;98237;98237;0
12350;3547;98345;98345;0
12450;6258;95654;95654;0
12550;7797;81593;81593;0
12650;7107;50039;50039;0
12750;4659;24138;24138;0
12850;2303;14086;14086;0
12950;1007;10965;10965;0
13050;559;10152;10152;0
13150;366;9821;9821;0
13250;313;9660;9660;0
13350;291;9367;9367;0
13450;280;8139;8139;0
13550;273;5623;5623;0
13650;305;1818;1818;0
13750;320;199;199;0
13850;268;38;38;0
13950;277;9;9;0
14050;300;12;12;0
14150;254;8;8;0
14250;290;5;5;0
14350;268;7;7;0
14450;263;6;6;0
14550;245;8;8;0
14650;275;0;0;0
14750;249;0;0;0
14850;250;0;0;0
14950;283;0;0;0
15050;267;0;0;0
15150;261;0;0;0
15250;303;0;0;0
15350;241;0;0;0
15450;280;0;0;0
15550;270;0;0;0
15650;248;0;0;0
15750;246;0;0;0
15850;259;0;0;0
15950;246;0;0;0
16050;252;0;0;0
16150;272;0;0;0
16250;254;0;0;0
16350;232;0;0;0
