BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;272859;35726;35726;0
150;236135;35959;35959;0
250;141123;35684;35684;0
350;61102;36179;36179;0
450;23673;36428;36428;0
550;8652;36659;36659;0
650;3662;36230;36230;0
750;1697;36420;36420;0
850;934;37075;37075;0
950;585;37492;37492;0
1050;472;38161;38161;0
1150;371;39872;39872;0
1250;301;40991;40991;0
1350;264;41721;41721;0
1450;252;42496;42496;0
1550;218;42813;42813;0
1650;191;43827;43827;0
1750;154;43473;43473;0
1850;159;43685;43685;0
1950;146;43391;43391;0
2050;159;42637;42637;0
2150;150;42758;42758;0
2250;135;42631;42631;0
2350;175;42994;42994;0
2450;153;43206;43206;0
2550;128;43164;43164;0
2650;134;43554;43554;0
2750;132;44421;44421;0
2850;129;44305;44305;0
2950;121;44969;44969;0
3050;128;44708;44708;0
3150;116;44189;44189;0
3250;138;44259;44259;0
3350;136;43280;43280;0
3450;129;42196;42196;0
3550;123;41892;41892;0
3650;131;41233;41233;0
3750;117;41390;41390;0
3850;115;40751;40751;0
3950;111;41427;41427;0
4050;125;40838;40838;0
4150;139;40827;40827;0
4250;148;40650;40650;0
4350;112;40178;40178;0
4450;136;40694;40694;0
4550;104;40542;40542;0
4650;146;40272;40272;0
4750;129;41007;41007;0
4850;140;41228;41228;0
4950;112;40830;40830;0
5050;126;40952;40952;0
5150;130;40941;40941;0
5250;141;40503;40503;0
5350;143;38972;38972;0
5450;150;39425;39425;0
5550;139;40544;40544;0
5650;109;41026;41026;0
5750;107;39804;39804;0
5850;138;40532;40532;0
5950;104;41628;41628;0
6050;117;42207;42207;0
6150;137;41522;41522;0
6250;119;40781;40781;0
6350;147;40196;40196;0
6450;145;39969;39969;0
6550;117;40306;40306;0
6650;114;39807;39807;0
6750;130;40311;40311;0
6850;136;40594;40594;0
6950;130;41451;41451;0
7050;123;41639;41639;0
7150;133;41248;41248;0
7250;109;41101;41101;0
7350;121;41083;41083;0
7450;141;41563;41563;0
7550;138;41548;41548;0
7650;115;40503;40503;0
7750;129;40352;40352;0
7850;124;40406;40406;0
7950;124;41685;41685;0
8050;140;41503;41503;0
