BinCenter (ps);Histo01;Histo02;Histo03;Histo04
50;193382;60859;60859;0
150;179078;61425;61425;0
250;112546;61719;61719;0
350;50876;61392;61392;0
450;19423;62529;62529;0
550;6917;64180;64180;0
650;2672;63817;63817;0
750;1119;64088;64088;0
850;657;64089;64089;0
950;442;65283;65283;0
1050;307;64360;64360;0
1150;286;63283;63283;0
1250;238;63309;63309;0
1350;215;65087;65087;0
1450;217;65106;65106;0
1550;181;64764;64764;0
1650;176;65282;65282;0
1750;176;73712;73712;0
1850;167;120726;120726;0
1950;154;206039;206039;0
2050;170;243661;243661;0
2150;156;220533;220533;0
2250;120;196237;196237;0
2350;164;182073;182073;0
2450;144;193334;193334;0
2550;132;397978;397978;0
2650;138;1012113;1012113;0
2750;160;1673721;1673721;0
2850;137;1813542;1813542;0
2950;130;1743461;1743461;0
3050;140;1865526;1865526;0
3150;117;1985216;1985216;0
3250;120;2015397;2015397;0
3350;124;2259002;2259002;0
3450;117;2573011;2573011;0
3550;123;2267355;2267355;0
3650;134;1370337;1370337;0
3750;128;630839;630839;0
3850;114;272450;272450;0
3950;114;138628;138628;0
4050;132;90981;90981;0
4150;155;75437;75437;0
4250;119;69941;69941;0
4350;135;67351;67351;0
4450;119;66914;66914;0
4550;132;67275;67275;0
4650;121;65380;65380;0
4750;122;64199;64199;0
4850;138;62592;62592;0
4950;125;62501;62501;0
5050;118;61790;61790;0
5150;126;61302;61302;0
5250;126;61122;61122;0
5350;117;61334;61334;0
5450;118;60395;60395;0
5550;116;60378;60378;0
5650;124;60397;60397;0
5750;114;60285;60285;0
5850;107;60007;60007;0
5950;122;59353;59353;0
6050;130;59015;59015;0
6150;120;58163;58163;0
6250;119;56443;56443;0
6350;132;56904;56904;0
6450;101;57930;57930;0
6550;123;57738;57738;0
6650;114;56635;56635;0
6750;112;56196;56196;0
6850;119;56750;56750;0
6950;120;57379;57379;0
7050;134;56236;56236;0
7150;123;55956;55956;0
7250;125;56750;56750;0
7350;137;56993;56993;0
7450;126;56983;56983;0
7550;122;57267;57267;0
7650;115;57862;57862;0
7750;127;58451;58451;0
7850;125;59061;59061;0
7950;131;57344;57344;0
8050;140;57003;57003;0
8150;134;56593;56593;0
8250;134;56944;56944;0
8350;117;56580;56580;0
8450;133;56219;56219;0
8550;149;56281;56281;0
8650;123;56275;56275;0
8750;134;57628;57628;0
8850;121;58365;58365;0
8950;148;58630;58630;0
9050;139;57420;57420;0
9150;134;54639;54639;0
9250;112;54930;54930;0
9350;119;55995;55995;0
9450;141;56249;56249;0
9550;124;55139;55139;0
9650;108;54988;54988;0
9750;138;56861;56861;0
9850;131;58430;58430;0
9950;132;58903;58903;0
10050;147;58814;58814;0
10150;132;59303;59303;0
10250;137;60361;60361;0
10350;155;60112;60112;0
10450;121;58817;58817;0
10550;157;58717;58717;0
10650;128;59622;59622;0
10750;137;60682;60682;0
10850;128;61142;61142;0
10950;134;61890;61890;0
11050;146;62652;62652;0
11150;141;63398;63398;0
11250;142;61988;61988;0
11350;137;61308;61308;0
11450;145;61055;61055;0
11550;139;60435;60435;0
11650;150;59367;59367;0
11750;157;55876;55876;0
11850;149;51522;51522;0
11950;163;50155;50155;0
12050;277;50105;50105;0
12150;418;50281;50281;0
12250;906;50243;50243;0
12350;1785;50440;50440;0
12450;3250;47903;47903;0
12550;4120;40429;40429;0
12650;3773;25818;25818;0
12750;2499;11337;11337;0
12850;1235;5074;5074;0
12950;533;3222;3222;0
13050;299;2620;2620;0
13150;169;2354;2354;0
13250;141;2396;2396;0
13350;162;2380;2380;0
13450;124;2099;2099;0
13550;138;1562;1562;0
13650;120;398;398;0
13750;136;18;18;0
13850;118;4;4;0
13950;146;0;0;0
14050;143;0;0;0
14150;136;1;1;0
14250;131;0;0;0
14350;133;0;0;0
14450;157;0;0;0
14550;138;0;0;0
14650;131;0;0;0
14750;139;0;0;0
14850;121;0;0;0
14950;145;0;0;0
15050;121;0;0;0
15150;145;0;0;0
15250;126;0;0;0
15350;124;0;0;0
15450;114;0;0;0
15550;125;0;0;0
15650;129;0;0;0
15750;141;0;0;0
15850;124;0;0;0
15950;118;0;0;0
16050;134;0;0;0
16150;117;0;0;0
16250;142;0;0;0
16350;132;0;0;0
16450;128;0;0;0
16550;135;0;0;0
16650;120;0;0;0
16750;157;0;0;0
16850;132;0;0;0
16950;123;0;0;0
17050;137;0;0;0
17150;117;0;0;0
17250;119;0;0;0
17350;139;0;0;0
17450;133;0;0;0
17550;116;0;0;0
17650;120;0;0;0
17750;129;0;0;0
17850;118;0;0;0
17950;120;0;0;0
18050;114;0;0;0
18150;117;0;0;0
18250;120;0;0;0
18350;124;0;0;0
18450;115;0;0;0
18550;119;0;0;0
18650;129;0;0;0
18750;123;0;0;0
18850;113;0;0;0
18950;134;0;0;0
19050;134;0;0;0
19150;114;0;0;0
19250;127;0;0;0
19350;115;0;0;0
19450;136;0;0;0
19550;114;0;0;0
19650;131;0;0;0
19750;135;0;0;0
19850;114;0;0;0
19950;130;0;0;0
20050;132;0;0;0
20150;139;0;0;0
20250;136;0;0;0
20350;145;0;0;0
20450;131;0;0;0
20550;112;0;0;0
20650;128;0;0;0
20750;129;0;0;0
20850;138;0;0;0
20950;126;0;0;0
21050;135;0;0;0
21150;111;0;0;0
21250;139;0;0;0
21350;134;0;0;0
21450;130;0;0;0
21550;146;0;0;0
21650;129;0;0;0
21750;104;0;0;0
21850;111;0;0;0
21950;130;0;0;0
22050;121;0;0;0
22150;120;0;0;0
22250;133;0;0;0
22350;117;0;0;0
22450;126;0;0;0
22550;134;0;0;0
22650;131;0;0;0
22750;101;0;0;0
22850;124;0;0;0
22950;140;0;0;0
23050;141;0;0;0
23150;116;0;0;0
23250;153;0;0;0
23350;137;0;0;0
23450;121;0;0;0
23550;134;0;0;0
23650;125;0;0;0
23750;124;0;0;0
23850;117;0;0;0
23950;151;0;0;0
24050;138;0;0;0
24150;142;0;0;0
24250;151;0;0;0
24350;155;0;0;0
24450;188;0;0;0
24550;235;0;0;0
24650;480;0;0;0
24750;826;0;0;0
24850;1862;0;0;0
24950;3273;0;0;0
25050;4281;0;0;0
25150;3739;0;0;0
25250;2569;0;0;0
25350;1186;0;0;0
25450;614;0;0;0
25550;273;0;0;0
25650;198;0;0;0
25750;166;0;0;0
25850;139;0;0;0
25950;135;0;0;0
26050;140;0;0;0
26150;134;0;0;0
26250;141;0;0;0
26350;137;0;0;0
26450;129;0;0;0
26550;136;0;0;0
26650;152;0;0;0
26750;140;0;0;0
26850;142;0;0;0
26950;114;0;0;0
27050;130;0;0;0
27150;114;0;0;0
27250;143;0;0;0
27350;136;0;0;0
27450;135;0;0;0
27550;133;0;0;0
27650;141;0;0;0
27750;152;0;0;0
27850;109;0;0;0
27950;119;0;0;0
28050;141;0;0;0
28150;125;0;0;0
28250;140;0;0;0
28350;133;0;0;0
28450;144;0;0;0
28550;127;0;0;0
28650;143;0;0;0
28750;113;0;0;0
28850;116;0;0;0
28950;132;0;0;0
29050;130;0;0;0
29150;139;0;0;0
29250;134;0;0;0
29350;109;0;0;0
29450;120;0;0;0
29550;128;0;0;0
29650;147;0;0;0
29750;131;0;0;0
29850;123;0;0;0
29950;101;0;0;0
30050;127;0;0;0
30150;120;0;0;0
30250;138;0;0;0
30350;119;0;0;0
30450;132;0;0;0
30550;150;0;0;0
30650;125;0;0;0
30750;122;0;0;0
30850;124;0;0;0
30950;110;0;0;0
31050;130;0;0;0
31150;114;0;0;0
31250;123;0;0;0
31350;118;0;0;0
31450;121;0;0;0
31550;110;0;0;0
31650;127;0;0;0
31750;121;0;0;0
31850;143;0;0;0
31950;127;0;0;0
32050;115;0;0;0
32150;135;0;0;0
32250;104;0;0;0
32350;132;0;0;0
32450;155;0;0;0
32550;122;0;0;0
32650;130;0;0;0
32750;125;0;0;0
32850;124;0;0;0
32950;126;0;0;0
33050;129;0;0;0
33150;119;0;0;0
33250;116;0;0;0
33350;130;0;0;0
33450;127;0;0;0
33550;126;0;0;0
33650;126;0;0;0
33750;121;0;0;0
33850;122;0;0;0
33950;134;0;0;0
34050;121;0;0;0
34150;109;0;0;0
34250;119;0;0;0
34350;120;0;0;0
