run_number,status,start_time_iso,elapsed_start_s,raw_csv,end_time_iso,elapsed_end_s,elapsed_midpoint_s,run_duration_s,measurement_slope_deg_per_hz,measurement_slope_std_deg_per_hz,calibration_slope_deg_per_hz,calibration_slope_std_deg_per_hz,slope_difference_deg_per_hz,slope_difference_std_deg_per_hz,group_delay_s,fibre_length_m,fibre_length_fit_std_m,fibre_length_ng_std_m,fibre_length_total_std_m,fit_r_squared,fit_residual_rms_deg,fit_points_used,fit_points_total,error_message
1,ok,2026-08-13T16:31:28.219,0.0007256999997480307,C:\Users\Experiment\Documents\Python\VQ_Instruments\Phase_OTDR\Data\FUT_repeated_length_2026-08-13_16-31-19\FUT_run_001_2026-08-13_16-31-28-219.csv,2026-08-13T16:38:21.146,412.92765769999824,206.4641917000008,412.9269319999985,-0.0072114856669664145,4.828804754945475e-10,-7.228711645613336e-06,4.3594786047631805e-11,-0.007204256955320801,4.848443657343861e-10,2.0011824875891112e-05,4086.7807688071807,0.0002750391389474769,0.027839106054544833,0.027840464659271546,0.9999999999977806,0.015413708154111246,497,501,
