time;start;input 1;input 2;input 3;input 4;1/2;1/3;1/4;2/3;2/4;3/4;1/2/3;1/2/4;1/3/4;2/3/4;1/2/3/4
0.00;99966150;33907;29147;50405;0;11;288;0;224;0;0;0;0;0;0;0
2.00;99953134;34787;29262;48852;0;9;256;0;231;0;0;0;0;0;0;0
4.00;99958997;33896;29067;49413;0;11;239;0;228;0;0;0;0;0;0;0
6.00;99952320;34104;29423;49085;0;2;249;0;208;0;0;0;0;0;0;0
8.00;99951251;34213;29247;48655;0;6;256;0;214;0;0;1;0;0;0;0
10.00;99953088;34626;29208;49275;0;6;270;0;246;0;0;1;0;0;0;0
12.00;99955154;34190;29164;49113;0;5;232;0;229;0;0;0;0;0;0;0
14.00;99959633;34673;29560;49956;0;4;271;0;262;0;0;0;0;0;0;0
16.00;99953370;34106;29011;49006;0;4;238;0;213;0;0;0;0;0;0;0
18.00;99961154;34641;29461;49907;0;8;261;0;254;0;0;0;0;0;0;0
20.00;99963546;34330;29110;50455;0;3;251;0;218;0;0;1;0;0;0;0
22.00;99955009;34236;29249;49367;0;7;264;0;226;0;0;0;0;0;0;0
24.00;99958086;34308;28978;49349;0;7;261;0;237;0;0;0;0;0;0;0
26.00;99961641;34303;29208;50152;0;10;255;0;238;0;0;0;0;0;0;0
28.01;99961724;34300;28947;50120;0;5;271;0;233;0;0;0;0;0;0;0
30.01;99962589;34351;29199;50112;0;3;258;0;272;0;0;0;0;0;0;0
32.01;99963146;34337;29116;49937;0;4;237;0;232;0;0;0;0;0;0;0
34.01;99961845;34246;29382;49979;0;9;280;0;230;0;0;1;0;0;0;0
36.01;99956405;34076;28971;49298;0;6;239;0;250;0;0;0;0;0;0;0
38.01;99958149;34098;29203;49613;0;10;251;0;218;0;0;0;0;0;0;0
40.01;99962045;33899;29335;49451;0;5;252;0;237;0;0;0;0;0;0;0
42.01;99962919;34566;29274;50195;0;6;285;0;271;0;0;0;0;0;0;0
44.01;99962459;34089;29174;49861;0;9;253;0;258;0;0;0;0;0;0;0
46.01;99975094;34229;29032;51965;0;8;247;0;250;0;0;0;0;0;0;0
48.01;99961744;34074;28647;49538;0;9;268;0;227;0;0;0;0;0;0;0
50.01;99950927;34370;29123;48576;0;3;247;0;249;0;0;0;0;0;0;0
52.01;99948873;33757;28566;47915;0;7;232;0;222;0;0;0;0;0;0;0
54.01;99951206;34044;28907;48574;0;5;260;0;238;0;0;0;0;0;0;0
56.01;99960771;33878;28667;49177;0;7;254;0;236;0;0;0;0;0;0;0
58.01;99958049;34063;29447;49560;0;6;256;0;227;0;0;0;0;0;0;0
60.01;99948660;33762;28754;48387;0;6;248;0;226;0;0;0;0;0;0;0
62.01;99957937;34180;29195;49424;0;7;227;0;211;0;0;0;0;0;0;0
64.01;99959709;33810;29162;49296;0;4;242;0;237;0;0;0;0;0;0;0
66.01;99946377;34021;29057;47901;0;9;272;0;228;0;0;0;0;0;0;0
68.01;99951844;33914;28737;48206;0;9;255;0;223;0;0;0;0;0;0;0
70.01;99951663;34530;29353;48795;0;9;253;0;210;0;0;0;0;0;0;0
72.01;99950320;33494;28875;47885;0;6;242;0;228;0;0;0;0;0;0;0
74.01;99959862;33866;29116;49339;0;9;256;0;241;0;0;1;0;0;0;0
76.01;99954592;33709;28845;48997;0;9;252;0;238;0;0;1;0;0;0;0
78.01;99956607;33968;28925;48548;0;6;258;0;255;0;0;0;0;0;0;0
80.01;99952105;34087;28579;48283;0;6;234;0;242;0;0;1;0;0;0;0
82.01;99950317;34068;28979;48693;0;12;285;0;253;0;0;0;0;0;0;0
84.01;99945620;33545;28798;47962;0;6;247;0;225;0;0;0;0;0;0;0
86.02;99941677;33636;28921;47478;0;8;279;0;224;0;0;0;0;0;0;0
88.02;99939257;33712;28472;47072;0;6;270;0;202;0;0;0;0;0;0;0
90.02;99950164;33840;28939;48630;0;7;233;0;218;0;0;1;0;0;0;0
92.02;99931981;33880;28683;46611;0;2;248;0;218;0;0;0;0;0;0;0
94.02;99957106;34160;28965;49106;0;5;259;0;228;0;0;0;0;0;0;0
96.02;99955060;33506;28563;48844;0;9;251;0;237;0;0;0;0;0;0;0
98.02;99948652;34218;28618;48032;0;6;267;0;255;0;0;2;0;0;0;0
100.02;99950604;34164;28606;47813;0;6;273;0;212;0;0;1;0;0;0;0
102.02;99947602;34212;28814;47927;0;6;266;0;231;0;0;0;0;0;0;0
104.02;99950236;33593;28394;47650;0;6;249;0;272;0;0;0;0;0;0;0
106.02;99955575;33927;28530;48794;0;7;249;0;214;0;0;1;0;0;0;0
108.02;99955680;33883;28915;48417;0;6;257;0;220;0;0;0;0;0;0;0
110.02;99955151;34372;28945;48827;0;3;281;0;212;0;0;0;0;0;0;0
112.02;99958503;34185;29011;48925;0;7;246;0;261;0;0;0;0;0;0;0
114.02;99954615;34673;28955;48867;0;6;278;0;249;0;0;0;0;0;0;0
116.02;99949053;34387;29175;48323;0;4;277;0;255;0;0;0;0;0;0;0
118.02;99951354;34456;29107;48313;0;5;261;0;204;0;0;0;0;0;0;0
120.02;99945218;34134;28928;47856;0;10;260;0;208;0;0;0;0;0;0;0
122.02;99948179;34185;28837;48269;0;5;273;0;226;0;0;0;0;0;0;0
124.02;99945441;34231;29250;48069;0;4;201;0;208;0;0;0;0;0;0;0
126.02;99943094;33773;29230;47616;0;9;239;0;213;0;0;0;0;0;0;0
128.02;99952049;34174;28786;48697;0;8;265;0;238;0;0;0;0;0;0;0
130.02;99951245;33820;28743;48283;0;8;233;0;236;0;0;0;0;0;0;0
132.02;99953230;34227;28843;48807;0;5;234;0;269;0;0;0;0;0;0;0
134.02;99960856;34263;29075;49837;0;5;269;0;249;0;0;0;0;0;0;0
136.03;99952716;34229;29338;48347;0;11;253;0;218;0;0;0;0;0;0;0
138.03;99956636;33866;28762;49057;0;8;278;0;238;0;0;0;0;0;0;0
140.03;99955377;33994;29098;49082;0;8;275;0;235;0;0;0;0;0;0;0
142.03;99955816;33847;28958;49401;0;8;282;0;249;0;0;0;0;0;0;0
144.03;99950875;34073;29314;48385;0;7;245;0;237;0;0;0;0;0;0;0
146.03;99946156;34227;29129;48276;0;7;252;0;245;0;0;0;0;0;0;0
148.03;99946777;34349;29112;48116;0;8;226;0;233;0;0;0;0;0;0;0
150.03;99952860;34377;28958;48945;0;9;234;0;232;0;0;0;0;0;0;0
152.03;99957614;33935;29004;49584;0;13;263;0;236;0;0;0;0;0;0;0
154.03;99950665;34345;29006;48468;0;5;265;0;218;0;0;0;0;0;0;0
