time;start;input 1;input 2;input 3;input 4;1/2;1/3;1/4;2/3;2/4;3/4;1/2/3;1/2/4;1/3/4;2/3/4;1/2/3/4
0.00;49999946;8274;9167;0;0;139;0;0;0;0;0;0;0;0;0;0
2.00;49999946;8146;9132;0;0;142;0;0;0;0;0;0;0;0;0;0
4.00;49999946;8243;9248;0;0;138;0;0;0;0;0;0;0;0;0;0
6.00;49999946;8199;9030;0;0;141;0;0;0;0;0;0;0;0;0;0
8.00;49999946;8200;9304;0;0;135;0;0;0;0;0;0;0;0;0;0
10.00;49999946;8115;9100;0;0;131;0;0;0;0;0;0;0;0;0;0
12.00;49999946;8030;9357;0;0;131;0;0;0;0;0;0;0;0;0;0
14.00;49999946;8148;8937;0;0;124;0;0;0;0;0;0;0;0;0;0
16.00;49999946;8350;9176;0;0;140;0;0;0;0;0;0;0;0;0;0
18.00;49999946;8053;8996;0;0;118;0;0;0;0;0;0;0;0;0;0
20.00;49999946;8211;9152;0;0;127;0;0;0;0;0;0;0;0;0;0
22.00;49999946;8256;9130;0;0;136;0;0;0;0;0;0;0;0;0;0
24.01;49999946;8096;9093;0;0;131;0;0;0;0;0;0;0;0;0;0
26.01;49999945;8084;9182;0;0;141;0;0;0;0;0;0;0;0;0;0
28.02;49999946;8226;9166;0;0;135;0;0;0;0;0;0;0;0;0;0
30.02;49999946;8286;9084;0;0;149;0;0;0;0;0;0;0;0;0;0
32.02;49999946;8168;9187;0;0;136;0;0;0;0;0;0;0;0;0;0
34.02;49999946;8212;9204;0;0;148;0;0;0;0;0;0;0;0;0;0
36.02;49999946;8103;9102;0;0;161;0;0;0;0;0;0;0;0;0;0
38.02;49999946;8309;9290;0;0;155;0;0;0;0;0;0;0;0;0;0
40.02;49999947;8221;9211;0;0;128;0;0;0;0;0;0;0;0;0;0
42.02;49999946;8112;9262;0;0;142;0;0;0;0;0;0;0;0;0;0
44.02;49999946;8131;9146;0;0;132;0;0;0;0;0;0;0;0;0;0
46.02;49999946;8170;9350;0;0;137;0;0;0;0;0;0;0;0;0;0
48.02;49999946;8115;9302;0;0;137;0;0;0;0;0;0;0;0;0;0
50.02;49999946;7960;9368;0;0;113;0;0;0;0;0;0;0;0;0;0
52.02;49999946;8259;9020;0;0;105;0;0;0;0;0;0;0;0;0;0
54.02;49999945;8202;9046;0;0;131;0;0;0;0;0;0;0;0;0;0
56.02;49999946;8090;9022;0;0;148;0;0;0;0;0;0;0;0;0;0
58.02;49999946;8240;9184;0;0;128;0;0;0;0;0;0;0;0;0;0
60.02;49999946;8170;9379;0;0;161;0;0;0;0;0;0;0;0;0;0
62.02;49999946;8153;9369;0;0;139;0;0;0;0;0;0;0;0;0;0
64.02;49999946;8145;9315;0;0;139;0;0;0;0;0;0;0;0;0;0
66.02;49999946;8236;9152;0;0;128;0;0;0;0;0;0;0;0;0;0
68.02;49999946;8212;9231;0;0;137;0;0;0;0;0;0;0;0;0;0
70.02;49999946;8220;9321;0;0;129;0;0;0;0;0;0;0;0;0;0
72.02;49999946;7990;8938;0;0;139;0;0;0;0;0;0;0;0;0;0
74.03;49999946;8296;9152;0;0;140;0;0;0;0;0;0;0;0;0;0
76.03;49999946;7967;9167;0;0;123;0;0;0;0;0;0;0;0;0;0
78.03;49999946;8230;9332;0;0;148;0;0;0;0;0;0;0;0;0;0
80.03;49999947;8165;9230;0;0;143;0;0;0;0;0;0;0;0;0;0
82.03;49999946;7932;9236;0;0;140;0;0;0;0;0;0;0;0;0;0
84.03;49999945;8307;9158;0;0;119;0;0;0;0;0;0;0;0;0;0
86.03;49999946;8169;9237;0;0;119;0;0;0;0;0;0;0;0;0;0
88.03;49999946;8193;9100;0;0;146;0;0;0;0;0;0;0;0;0;0
90.03;49999946;8188;9177;0;0;158;0;0;0;0;0;0;0;0;0;0
92.03;49999946;8229;9103;0;0;140;0;0;0;0;0;0;0;0;0;0
94.03;49999946;8166;9189;0;0;130;0;0;0;0;0;0;0;0;0;0
96.03;49999946;8271;9075;0;0;122;0;0;0;0;0;0;0;0;0;0
98.03;49999946;7980;9149;0;0;125;0;0;0;0;0;0;0;0;0;0
100.03;49999946;8124;8878;0;0;135;0;0;0;0;0;0;0;0;0;0
102.03;49999945;8182;9095;0;0;119;0;0;0;0;0;0;0;0;0;0
104.03;49999946;8061;9126;0;0;127;0;0;0;0;0;0;0;0;0;0
106.03;49999946;8041;9081;0;0;146;0;0;0;0;0;0;0;0;0;0
108.03;49999946;7809;8899;0;0;122;0;0;0;0;0;0;0;0;0;0
110.03;49999946;8120;9263;0;0;138;0;0;0;0;0;0;0;0;0;0
112.03;49999946;8084;9036;0;0;145;0;0;0;0;0;0;0;0;0;0
114.03;49999946;7949;9311;0;0;159;0;0;0;0;0;0;0;0;0;0
116.03;49999945;8134;9103;0;0;131;0;0;0;0;0;0;0;0;0;0
118.03;49999946;7922;9044;0;0;122;0;0;0;0;0;0;0;0;0;0
